order_id,customer_id,city,gender,age_group,channel,is_subscriber,order_date,product_name,category,unit_price,quantity,revenue,discount_pct,returned
ORD006275,CUST01728,Bangalore,Female,36-45,Google Ad,No,2023-03-21,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD001953,CUST01493,Chennai,Male,36-45,Referral,Yes,2023-03-21,Muesli - No Added Sugar,Nutrition,299,2,598,0,No
ORD004002,CUST01404,Delhi,Male,36-45,Google Ad,No,2023-03-21,Cat Treats - Tuna,Pet Care,249,2,498,15,No
ORD002549,CUST00905,Kolkata,Other,25-30,Referral,Yes,2023-03-21,Cat Treats - Tuna,Pet Care,249,2,498,0,No
ORD000564,CUST00719,Bangalore,Male,36-45,Referral,No,2023-03-21,Muesli - No Added Sugar,Nutrition,299,1,299,5,No
ORD006593,CUST01611,Mumbai,Other,18-24,Organic Search,Yes,2023-03-21,Sanitary Pads - Regular,Wellness,199,2,398,5,No
ORD002006,CUST00931,Kolkata,Male,25-30,Influencer,Yes,2023-03-21,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No
ORD000750,CUST01421,Bangalore,Other,18-24,Influencer,Yes,2023-03-21,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD006681,CUST02331,Kolkata,Other,18-24,Organic Search,No,2023-03-22,Shampoo - Anti Dandruff,Haircare,349,1,349,10,No
ORD000033,CUST02068,Hyderabad,Female,31-35,Instagram Ad,Yes,2023-03-22,Cat Treats - Tuna,Pet Care,249,1,249,0,No
ORD006964,CUST00639,Jaipur,Male,31-35,Instagram Ad,No,2023-03-22,Sanitary Pads - Regular,Wellness,199,3,597,0,No
ORD007017,CUST00590,Mumbai,Male,36-45,Google Ad,Yes,2023-03-22,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No
ORD006184,CUST01805,Hyderabad,Male,25-30,Influencer,No,2023-03-22,Muesli - No Added Sugar,Nutrition,299,3,897,5,No
ORD002015,CUST01375,Kolkata,Female,25-30,Google Ad,No,2023-03-22,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD001661,CUST00419,Chennai,Female,36-45,Referral,No,2023-03-22,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,Yes
ORD000150,CUST01044,Bangalore,Male,25-30,Referral,No,2023-03-22,Sanitary Pads - Regular,Wellness,199,3,597,0,No
ORD006420,CUST00045,Delhi,Female,31-35,Influencer,Yes,2023-03-22,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,Yes
ORD005565,CUST02195,Delhi,Female,45+,Referral,No,2023-03-22,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD000841,CUST02350,Bangalore,Other,18-24,Google Ad,Yes,2023-03-22,Moisturiser SPF 50,Skincare,499,1,499,5,No
ORD004250,CUST02534,Bangalore,Female,31-35,Instagram Ad,Yes,2023-03-22,Cat Treats - Tuna,Pet Care,249,2,498,5,No
ORD000831,CUST02713,Mumbai,Other,36-45,Google Ad,No,2023-03-22,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD004472,CUST01291,Mumbai,Male,31-35,Instagram Ad,No,2023-03-23,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No
ORD003598,CUST01089,Jaipur,Other,25-30,Google Ad,No,2023-03-23,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD006249,CUST02295,Chennai,Other,18-24,Google Ad,Yes,2023-03-23,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No
ORD005698,CUST01021,Delhi,Female,31-35,Organic Search,No,2023-03-23,Moisturiser SPF 50,Skincare,499,2,998,0,No
ORD006923,CUST00355,Mumbai,Other,18-24,Google Ad,No,2023-03-23,Cat Treats - Tuna,Pet Care,249,3,747,0,No
ORD006971,CUST02156,Mumbai,Male,45+,Google Ad,No,2023-03-23,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD002541,CUST01729,Mumbai,Other,18-24,Instagram Ad,Yes,2023-03-23,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD006320,CUST02664,Pune,Male,36-45,Google Ad,No,2023-03-23,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD001582,CUST00152,Bangalore,Male,18-24,Instagram Ad,No,2023-03-23,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD001758,CUST00324,Hyderabad,Male,25-30,Referral,Yes,2023-03-23,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD003404,CUST01012,Bangalore,Other,25-30,Instagram Ad,No,2023-03-24,Muesli - No Added Sugar,Nutrition,299,2,598,5,No
ORD006852,CUST01472,Bangalore,Male,25-30,Google Ad,No,2023-03-24,Muesli - No Added Sugar,Nutrition,299,2,598,5,No
ORD002695,CUST02465,Pune,Male,18-24,Instagram Ad,Yes,2023-03-24,Face Wash - Charcoal,Skincare,299,2,598,10,No
ORD001843,CUST02047,Mumbai,Other,25-30,Instagram Ad,No,2023-03-24,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD007069,CUST01907,Pune,Female,25-30,Referral,No,2023-03-24,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD002919,CUST01935,Mumbai,Other,36-45,Organic Search,Yes,2023-03-24,Protein Bar - Dark Chocolate,Nutrition,180,3,540,10,No
ORD000999,CUST00137,Delhi,Male,31-35,Instagram Ad,No,2023-03-24,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD004657,CUST02694,Mumbai,Female,25-30,Instagram Ad,Yes,2023-03-25,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD006591,CUST02653,Kolkata,Other,31-35,Google Ad,No,2023-03-25,Shampoo - Anti Dandruff,Haircare,349,2,698,15,No
ORD004207,CUST01520,Bangalore,Other,25-30,Google Ad,No,2023-03-25,Peanut Butter - Crunchy,Nutrition,349,3,1047,15,No
ORD003546,CUST02038,Delhi,Other,25-30,Google Ad,No,2023-03-25,Protein Bar - Peanut Butter,Nutrition,180,2,360,10,Yes
ORD000805,CUST00755,Bangalore,Female,31-35,Instagram Ad,No,2023-03-25,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD006335,CUST00541,Pune,Other,31-35,Google Ad,No,2023-03-25,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No
ORD007803,CUST01216,Chennai,Male,31-35,Instagram Ad,No,2023-03-25,Cat Treats - Tuna,Pet Care,249,3,747,0,No
ORD004000,CUST02298,Chennai,Other,45+,Influencer,Yes,2023-03-25,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No
ORD004247,CUST01856,Hyderabad,Other,18-24,Google Ad,No,2023-03-26,Face Wash - Charcoal,Skincare,299,1,299,10,No
ORD005020,CUST02571,Delhi,Other,25-30,Influencer,No,2023-03-26,Vitamin C Serum,Skincare,599,3,1797,0,No
ORD002571,CUST02080,Hyderabad,Female,36-45,Referral,No,2023-03-26,Vitamin C Serum,Skincare,599,1,599,0,No
ORD004388,CUST00492,Pune,Other,25-30,Instagram Ad,No,2023-03-26,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD002039,CUST01625,Mumbai,Male,25-30,Instagram Ad,No,2023-03-26,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD005577,CUST00763,Delhi,Male,25-30,Instagram Ad,No,2023-03-26,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD006899,CUST02266,Kolkata,Female,36-45,Referral,No,2023-03-26,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No
ORD007539,CUST01858,Hyderabad,Male,31-35,Instagram Ad,No,2023-03-26,Shampoo - Anti Dandruff,Haircare,349,2,698,10,No
ORD006726,CUST00153,Hyderabad,Male,25-30,Instagram Ad,No,2023-03-26,Protein Bar - Coffee,Nutrition,180,1,180,5,No
ORD000126,CUST00166,Lucknow,Other,25-30,Organic Search,Yes,2023-03-26,Protein Bar - Coffee,Nutrition,180,2,360,0,No
ORD000351,CUST02697,Mumbai,Female,31-35,Instagram Ad,Yes,2023-03-26,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD000509,CUST02083,Bangalore,Male,36-45,Organic Search,No,2023-03-26,Moisturiser SPF 50,Skincare,499,1,499,5,No
ORD005738,CUST00845,Mumbai,Female,31-35,Instagram Ad,No,2023-03-26,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD005402,CUST01993,Ahmedabad,Other,25-30,Influencer,No,2023-03-27,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD007215,CUST00303,Lucknow,Other,18-24,Google Ad,No,2023-03-27,Vitamin C Serum,Skincare,599,2,1198,0,No
ORD003349,CUST00259,Mumbai,Male,18-24,Instagram Ad,No,2023-03-27,Protein Bar - Peanut Butter,Nutrition,180,1,180,5,Yes
ORD001765,CUST01093,Mumbai,Female,18-24,Instagram Ad,No,2023-03-27,Shampoo - Anti Dandruff,Haircare,349,1,349,15,No
ORD004525,CUST02187,Bangalore,Female,25-30,Instagram Ad,Yes,2023-03-27,Moisturiser SPF 50,Skincare,499,2,998,5,No
ORD003596,CUST00685,Bangalore,Male,45+,Influencer,Yes,2023-03-27,Shampoo - Anti Dandruff,Haircare,349,2,698,10,No
ORD005444,CUST00107,Bangalore,Female,18-24,Google Ad,No,2023-03-27,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD005183,CUST02955,Delhi,Female,25-30,Referral,No,2023-03-27,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD007947,CUST02247,Hyderabad,Other,18-24,Google Ad,No,2023-03-27,Protein Bar - Coffee,Nutrition,180,2,360,0,No
ORD006368,CUST01808,Bangalore,Female,36-45,Instagram Ad,No,2023-03-27,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD000476,CUST00510,Mumbai,Female,18-24,Instagram Ad,No,2023-03-28,Cat Treats - Tuna,Pet Care,249,3,747,5,No
ORD003793,CUST02341,Kolkata,Female,25-30,Google Ad,Yes,2023-03-28,Muesli - No Added Sugar,Nutrition,299,2,598,15,No
ORD000646,CUST00281,Jaipur,Other,36-45,Referral,No,2023-03-28,Cat Treats - Tuna,Pet Care,249,1,249,10,No
ORD003768,CUST02149,Ahmedabad,Male,25-30,Organic Search,No,2023-03-28,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No
ORD007429,CUST02251,Bangalore,Female,36-45,Organic Search,No,2023-03-28,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD000601,CUST02144,Delhi,Female,25-30,Referral,Yes,2023-03-28,Sanitary Pads - Regular,Wellness,199,1,199,10,No
ORD004232,CUST02061,Hyderabad,Male,31-35,Instagram Ad,No,2023-03-28,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD004231,CUST00318,Delhi,Female,31-35,Organic Search,No,2023-03-28,Shampoo - Anti Dandruff,Haircare,349,3,1047,10,No
ORD006197,CUST02538,Delhi,Other,36-45,Referral,Yes,2023-03-28,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD003435,CUST02330,Delhi,Female,31-35,Organic Search,No,2023-03-28,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD002519,CUST00905,Kolkata,Other,25-30,Referral,Yes,2023-03-28,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD004977,CUST00005,Bangalore,Male,25-30,Google Ad,No,2023-03-28,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No
ORD000190,CUST00072,Mumbai,Male,25-30,Google Ad,No,2023-03-28,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD005921,CUST00097,Chennai,Female,31-35,Instagram Ad,Yes,2023-03-29,Muesli - No Added Sugar,Nutrition,299,3,897,0,No
ORD005336,CUST01065,Bangalore,Female,45+,Google Ad,No,2023-03-29,Muesli - No Added Sugar,Nutrition,299,3,897,5,No
ORD005189,CUST02464,Pune,Female,18-24,Referral,No,2023-03-29,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD001368,CUST02511,Mumbai,Other,36-45,Instagram Ad,No,2023-03-29,Shampoo - Anti Dandruff,Haircare,349,1,349,10,No
ORD002071,CUST02189,Mumbai,Male,18-24,Influencer,No,2023-03-29,Protein Bar - Coffee,Nutrition,180,3,540,10,No
ORD001496,CUST00931,Kolkata,Male,25-30,Influencer,Yes,2023-03-29,Muesli - No Added Sugar,Nutrition,299,3,897,15,No
ORD002043,CUST02304,Bangalore,Other,18-24,Instagram Ad,No,2023-03-29,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD005420,CUST01984,Delhi,Female,25-30,Instagram Ad,Yes,2023-03-29,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD004279,CUST01560,Pune,Male,31-35,Referral,No,2023-03-29,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD000165,CUST02989,Hyderabad,Female,18-24,Referral,No,2023-03-29,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD006229,CUST00724,Pune,Male,31-35,Instagram Ad,No,2023-03-29,Muesli - No Added Sugar,Nutrition,299,2,598,0,No
ORD003179,CUST02288,Bangalore,Male,25-30,Google Ad,No,2023-03-29,Cat Treats - Tuna,Pet Care,249,2,498,0,No
ORD005900,CUST02336,Bangalore,Male,31-35,Referral,No,2023-03-30,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD006416,CUST00040,Chennai,Male,31-35,Instagram Ad,No,2023-03-30,Muesli - No Added Sugar,Nutrition,299,2,598,0,No
ORD003706,CUST02900,Mumbai,Male,25-30,Instagram Ad,No,2023-03-30,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD006757,CUST02934,Bangalore,Male,25-30,Google Ad,No,2023-03-30,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD001602,CUST02577,Hyderabad,Male,18-24,Influencer,Yes,2023-03-30,Protein Bar - Coffee,Nutrition,180,2,360,0,No
ORD000573,CUST00843,Hyderabad,Male,18-24,Instagram Ad,No,2023-03-30,Face Wash - Charcoal,Skincare,299,2,598,0,No
ORD006761,CUST02949,Mumbai,Other,45+,Google Ad,No,2023-03-30,Sanitary Pads - Regular,Wellness,199,1,199,0,Yes
ORD002840,CUST01799,Mumbai,Female,25-30,Referral,No,2023-03-30,Peanut Butter - Crunchy,Nutrition,349,1,349,5,Yes
ORD003021,CUST02932,Bangalore,Other,25-30,Instagram Ad,No,2023-03-30,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No
ORD000469,CUST02397,Chennai,Female,36-45,Instagram Ad,No,2023-03-30,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD003655,CUST00088,Pune,Other,25-30,Google Ad,No,2023-03-30,Peanut Butter - Crunchy,Nutrition,349,1,349,5,No
ORD002640,CUST02214,Hyderabad,Other,18-24,Google Ad,Yes,2023-03-30,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No
ORD001332,CUST00170,Delhi,Male,18-24,Influencer,No,2023-03-31,Protein Bar - Peanut Butter,Nutrition,180,3,540,0,No
ORD005076,CUST00895,Bangalore,Female,18-24,Organic Search,No,2023-03-31,Moisturiser SPF 50,Skincare,499,2,998,0,No
ORD004825,CUST00018,Lucknow,Female,18-24,Referral,Yes,2023-03-31,Protein Bar - Coffee,Nutrition,180,3,540,10,No
ORD004667,CUST01135,Pune,Male,25-30,Instagram Ad,Yes,2023-03-31,Vitamin C Serum,Skincare,599,1,599,0,No
ORD000669,CUST00623,Delhi,Female,25-30,Instagram Ad,Yes,2023-03-31,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No
ORD005260,CUST00805,Mumbai,Other,18-24,Organic Search,No,2023-03-31,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD002267,CUST02718,Delhi,Female,25-30,Instagram Ad,No,2023-03-31,Face Wash - Charcoal,Skincare,299,3,897,5,No
ORD000372,CUST00349,Bangalore,Female,18-24,Instagram Ad,No,2023-03-31,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD002292,CUST02817,Ahmedabad,Female,31-35,Organic Search,Yes,2023-03-31,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD003000,CUST01273,Mumbai,Other,25-30,Instagram Ad,Yes,2023-03-31,Cat Treats - Tuna,Pet Care,249,1,249,0,No
ORD005381,CUST02830,Bangalore,Female,31-35,Google Ad,No,2023-03-31,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD002107,CUST01768,Mumbai,Female,18-24,Google Ad,No,2023-04-01,Shampoo - Anti Dandruff,Haircare,349,1,349,5,No
ORD002778,CUST01244,Hyderabad,Other,25-30,Instagram Ad,No,2023-04-01,Dog Food - Chicken 1kg,Pet Care,599,3,1797,0,No
ORD001149,CUST02322,Hyderabad,Other,36-45,Organic Search,No,2023-04-01,Vitamin C Serum,Skincare,599,1,599,5,No
ORD001007,CUST02083,Bangalore,Male,36-45,Organic Search,No,2023-04-01,Vitamin C Serum,Skincare,599,1,599,5,No
ORD007609,CUST02844,Bangalore,Other,31-35,Influencer,No,2023-04-01,Protein Bar - Dark Chocolate,Nutrition,180,3,540,5,No
ORD003893,CUST00721,Kolkata,Female,25-30,Instagram Ad,Yes,2023-04-01,Cat Treats - Tuna,Pet Care,249,2,498,0,No
ORD000753,CUST00405,Hyderabad,Female,45+,Google Ad,No,2023-04-01,Cat Treats - Tuna,Pet Care,249,1,249,5,No
ORD002546,CUST02729,Ahmedabad,Male,18-24,Referral,Yes,2023-04-01,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No
ORD007319,CUST01981,Hyderabad,Male,31-35,Instagram Ad,Yes,2023-04-01,Shampoo - Anti Dandruff,Haircare,349,1,349,5,No
ORD003925,CUST02588,Bangalore,Female,25-30,Organic Search,No,2023-04-02,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD002057,CUST02563,Mumbai,Male,45+,Organic Search,No,2023-04-02,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No
ORD000978,CUST02627,Bangalore,Male,31-35,Google Ad,No,2023-04-02,Cat Treats - Tuna,Pet Care,249,2,498,0,No
ORD001879,CUST00958,Delhi,Female,36-45,Google Ad,No,2023-04-02,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD003449,CUST02337,Lucknow,Other,18-24,Referral,No,2023-04-02,Protein Bar - Coffee,Nutrition,180,1,180,10,No
ORD005861,CUST01572,Pune,Male,18-24,Referral,No,2023-04-02,Peanut Butter - Crunchy,Nutrition,349,1,349,15,No
ORD000453,CUST00639,Jaipur,Male,31-35,Instagram Ad,No,2023-04-02,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD004879,CUST02591,Kolkata,Other,36-45,Influencer,No,2023-04-02,Cat Treats - Tuna,Pet Care,249,1,249,5,No
ORD003497,CUST02247,Hyderabad,Other,18-24,Google Ad,No,2023-04-02,Protein Bar - Coffee,Nutrition,180,1,180,0,Yes
ORD001790,CUST00029,Chennai,Other,36-45,Organic Search,No,2023-04-02,Peanut Butter - Crunchy,Nutrition,349,3,1047,0,No
ORD003976,CUST00510,Mumbai,Female,18-24,Instagram Ad,No,2023-04-02,Muesli - No Added Sugar,Nutrition,299,1,299,10,No
ORD007671,CUST01443,Ahmedabad,Female,18-24,Organic Search,No,2023-04-02,Vitamin C Serum,Skincare,599,1,599,0,No
ORD004785,CUST02341,Kolkata,Female,25-30,Google Ad,Yes,2023-04-02,Cat Treats - Tuna,Pet Care,249,1,249,5,No
ORD007876,CUST00752,Kolkata,Other,25-30,Influencer,Yes,2023-04-02,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD004676,CUST00164,Hyderabad,Other,25-30,Google Ad,Yes,2023-04-02,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD004582,CUST02483,Ahmedabad,Female,36-45,Referral,Yes,2023-04-02,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD007787,CUST01873,Chennai,Female,25-30,Instagram Ad,No,2023-04-02,Face Wash - Charcoal,Skincare,299,1,299,15,No
ORD002476,CUST01009,Lucknow,Male,18-24,Instagram Ad,No,2023-04-03,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No
ORD003583,CUST02986,Mumbai,Other,18-24,Instagram Ad,No,2023-04-03,Moisturiser SPF 50,Skincare,499,1,499,5,No
ORD007417,CUST02382,Bangalore,Female,18-24,Influencer,Yes,2023-04-03,Peanut Butter - Crunchy,Nutrition,349,1,349,5,No
ORD007676,CUST00295,Mumbai,Female,31-35,Referral,No,2023-04-03,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No
ORD001836,CUST02576,Chennai,Other,36-45,Instagram Ad,No,2023-04-03,Peanut Butter - Crunchy,Nutrition,349,2,698,5,No
ORD000624,CUST00861,Bangalore,Male,25-30,Instagram Ad,No,2023-04-03,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD000709,CUST02083,Bangalore,Male,36-45,Organic Search,No,2023-04-03,Protein Bar - Peanut Butter,Nutrition,180,2,360,10,No
ORD002693,CUST01174,Bangalore,Female,25-30,Google Ad,No,2023-04-03,Cat Treats - Tuna,Pet Care,249,3,747,0,No
ORD003397,CUST02300,Jaipur,Other,31-35,Organic Search,No,2023-04-03,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD005239,CUST01064,Bangalore,Female,25-30,Instagram Ad,No,2023-04-03,Protein Bar - Coffee,Nutrition,180,1,180,5,No
ORD001609,CUST00849,Delhi,Male,36-45,Influencer,No,2023-04-03,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD001577,CUST01966,Mumbai,Other,18-24,Instagram Ad,No,2023-04-04,Protein Bar - Peanut Butter,Nutrition,180,1,180,15,No
ORD004347,CUST01116,Bangalore,Male,25-30,Influencer,Yes,2023-04-04,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD004501,CUST00144,Pune,Female,25-30,Referral,No,2023-04-04,Protein Bar - Coffee,Nutrition,180,1,180,5,No
ORD006663,CUST00850,Kolkata,Other,36-45,Instagram Ad,No,2023-04-04,Peanut Butter - Crunchy,Nutrition,349,1,349,0,Yes
ORD000174,CUST01583,Mumbai,Other,25-30,Instagram Ad,No,2023-04-04,Protein Bar - Dark Chocolate,Nutrition,180,2,360,10,No
ORD005041,CUST01260,Jaipur,Male,31-35,Organic Search,No,2023-04-04,Peanut Butter - Crunchy,Nutrition,349,1,349,15,No
ORD007076,CUST02370,Kolkata,Male,45+,Instagram Ad,Yes,2023-04-04,Cat Treats - Tuna,Pet Care,249,1,249,5,No
ORD001881,CUST00996,Chennai,Other,36-45,Instagram Ad,Yes,2023-04-04,Vitamin C Serum,Skincare,599,1,599,10,No
ORD003562,CUST02864,Delhi,Female,18-24,Influencer,Yes,2023-04-05,Moisturiser SPF 50,Skincare,499,1,499,10,No
ORD006782,CUST02950,Bangalore,Male,18-24,Instagram Ad,No,2023-04-05,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD007353,CUST00707,Kolkata,Male,25-30,Organic Search,Yes,2023-04-05,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No
ORD004570,CUST01366,Delhi,Other,31-35,Instagram Ad,No,2023-04-05,Protein Bar - Dark Chocolate,Nutrition,180,3,540,10,No
ORD001293,CUST00055,Hyderabad,Male,25-30,Organic Search,No,2023-04-05,Moisturiser SPF 50,Skincare,499,1,499,15,No
ORD005619,CUST00003,Hyderabad,Female,31-35,Instagram Ad,No,2023-04-05,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD002635,CUST00346,Delhi,Male,18-24,Influencer,No,2023-04-05,Dog Food - Chicken 1kg,Pet Care,599,3,1797,0,No
ORD006151,CUST00681,Chennai,Other,36-45,Referral,No,2023-04-05,Peanut Butter - Crunchy,Nutrition,349,2,698,5,No
ORD005452,CUST02368,Delhi,Female,25-30,Google Ad,No,2023-04-05,Protein Bar - Peanut Butter,Nutrition,180,1,180,10,No
ORD003292,CUST00588,Mumbai,Other,25-30,Organic Search,No,2023-04-05,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No
ORD005736,CUST02594,Bangalore,Other,25-30,Influencer,No,2023-04-05,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No
ORD003834,CUST00395,Pune,Other,18-24,Organic Search,No,2023-04-05,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No
ORD003588,CUST00139,Pune,Female,25-30,Referral,No,2023-04-06,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD000779,CUST02711,Bangalore,Female,36-45,Referral,No,2023-04-06,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No
ORD000409,CUST03000,Delhi,Other,36-45,Influencer,No,2023-04-06,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No
ORD005416,CUST00756,Bangalore,Other,25-30,Organic Search,No,2023-04-06,Cat Treats - Tuna,Pet Care,249,2,498,15,No
ORD000403,CUST01440,Bangalore,Male,31-35,Google Ad,No,2023-04-06,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD007696,CUST00869,Hyderabad,Male,31-35,Referral,No,2023-04-06,Peanut Butter - Crunchy,Nutrition,349,2,698,0,Yes
ORD005559,CUST01170,Jaipur,Female,18-24,Organic Search,No,2023-04-06,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD005341,CUST00200,Pune,Female,36-45,Organic Search,No,2023-04-06,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD005585,CUST01313,Bangalore,Other,25-30,Google Ad,No,2023-04-06,Protein Bar - Coffee,Nutrition,180,1,180,15,No
ORD004309,CUST00173,Mumbai,Female,31-35,Instagram Ad,No,2023-04-06,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD000185,CUST01070,Delhi,Male,25-30,Instagram Ad,No,2023-04-06,Shampoo - Anti Dandruff,Haircare,349,2,698,10,No
ORD001644,CUST01028,Pune,Female,36-45,Google Ad,No,2023-04-06,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD001098,CUST01334,Delhi,Female,18-24,Influencer,No,2023-04-06,Sanitary Pads - Regular,Wellness,199,3,597,0,No
ORD005161,CUST00019,Chennai,Female,18-24,Organic Search,No,2023-04-06,Vitamin C Serum,Skincare,599,1,599,0,No
ORD001997,CUST00326,Ahmedabad,Other,18-24,Instagram Ad,No,2023-04-07,Protein Bar - Coffee,Nutrition,180,2,360,0,No
ORD003609,CUST01868,Delhi,Male,31-35,Referral,Yes,2023-04-07,Moisturiser SPF 50,Skincare,499,2,998,0,No
ORD006631,CUST00968,Mumbai,Male,31-35,Google Ad,Yes,2023-04-07,Face Wash - Charcoal,Skincare,299,1,299,10,No
ORD006629,CUST02301,Bangalore,Female,36-45,Organic Search,No,2023-04-07,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD003539,CUST00343,Delhi,Female,18-24,Influencer,Yes,2023-04-07,Cat Treats - Tuna,Pet Care,249,1,249,0,No
ORD000638,CUST00141,Mumbai,Male,31-35,Instagram Ad,Yes,2023-04-07,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD003075,CUST01894,Hyderabad,Other,18-24,Instagram Ad,Yes,2023-04-07,Protein Bar - Coffee,Nutrition,180,1,180,10,No
ORD005838,CUST01052,Bangalore,Other,18-24,Organic Search,No,2023-04-07,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD006704,CUST00569,Pune,Other,25-30,Influencer,No,2023-04-07,Face Wash - Charcoal,Skincare,299,2,598,0,No
ORD001855,CUST01885,Delhi,Other,31-35,Google Ad,No,2023-04-07,Sanitary Pads - Regular,Wellness,199,1,199,10,No
ORD004799,CUST00948,Lucknow,Other,18-24,Instagram Ad,Yes,2023-04-07,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD007805,CUST02106,Delhi,Female,25-30,Instagram Ad,Yes,2023-04-07,Sanitary Pads - Heavy Flow,Wellness,249,1,249,15,No
