customer_id,first_purchase,last_purchase,total_orders,total_revenue,avg_order_value,cohort_month,city,channel,is_subscriber
CUST00675,2023-09-24,2023-09-24,1,249,249.0,2023-09,Delhi,Referral,No
CUST00677,2024-08-21,2024-08-21,1,180,180.0,2024-08,Chennai,Instagram Ad,No
CUST00678,2023-08-11,2023-08-11,1,349,349.0,2023-08,Delhi,Referral,No
CUST00679,2024-08-11,2024-08-16,2,598,299.0,2024-08,Delhi,Instagram Ad,No
CUST00680,2023-05-02,2024-12-05,4,2936,734.0,2023-05,Lucknow,Referral,Yes
CUST00681,2023-04-05,2024-07-16,6,4241,706.8333333333334,2023-04,Chennai,Referral,No
CUST00683,2023-07-04,2024-08-02,2,1497,748.5,2023-07,Bangalore,Organic Search,No
CUST00684,2024-08-29,2024-12-01,2,1077,538.5,2024-08,Jaipur,Influencer,No
CUST00685,2023-03-07,2023-03-27,2,897,448.5,2023-03,Bangalore,Influencer,Yes
CUST00686,2023-04-14,2024-03-14,2,679,339.5,2023-04,Delhi,Instagram Ad,Yes
CUST00687,2023-12-12,2023-12-12,1,360,360.0,2023-12,Chennai,Organic Search,Yes
CUST00689,2024-01-05,2024-01-05,1,299,299.0,2024-01,Delhi,Influencer,No
CUST00690,2023-12-11,2024-11-23,4,1249,312.25,2023-12,Ahmedabad,Organic Search,Yes
CUST00691,2023-05-21,2024-09-23,7,4431,633.0,2023-05,Mumbai,Organic Search,No
CUST00692,2024-04-15,2024-05-30,4,2045,511.25,2024-04,Jaipur,Google Ad,Yes
CUST00693,2023-01-08,2023-10-07,4,1996,499.0,2023-01,Hyderabad,Instagram Ad,No
CUST00694,2023-04-26,2024-11-05,2,1396,698.0,2023-04,Bangalore,Google Ad,No
CUST00695,2023-05-07,2023-09-26,2,898,449.0,2023-05,Mumbai,Google Ad,Yes
CUST00696,2023-07-24,2024-12-03,6,3540,590.0,2023-07,Kolkata,Influencer,No
CUST00697,2023-09-21,2024-10-10,2,2095,1047.5,2023-09,Delhi,Influencer,Yes
CUST00699,2024-10-26,2024-10-26,1,540,540.0,2024-10,Delhi,Google Ad,No
CUST00700,2023-05-03,2024-02-26,3,609,203.0,2023-05,Pune,Influencer,Yes
CUST00701,2023-05-18,2024-03-23,5,3142,628.4,2023-05,Ahmedabad,Influencer,No
CUST00702,2023-03-21,2023-09-26,2,698,349.0,2023-03,Lucknow,Referral,Yes
CUST00703,2023-03-05,2023-03-05,1,540,540.0,2023-03,Hyderabad,Instagram Ad,No
CUST00704,2023-03-13,2024-04-05,3,2345,781.6666666666666,2023-03,Mumbai,Google Ad,No
CUST00706,2023-12-06,2024-03-03,2,548,274.0,2023-12,Delhi,Organic Search,Yes
CUST00707,2023-04-05,2024-12-23,7,3921,560.1428571428571,2023-04,Kolkata,Organic Search,Yes
CUST00708,2023-01-29,2024-10-22,5,2375,475.0,2023-01,Mumbai,Google Ad,No
CUST00709,2023-11-22,2023-11-22,1,599,599.0,2023-11,Delhi,Google Ad,No
CUST00710,2023-09-13,2023-09-13,1,199,199.0,2023-09,Mumbai,Referral,No
CUST00711,2023-04-17,2023-04-17,1,349,349.0,2023-04,Chennai,Influencer,No
CUST00712,2023-08-02,2024-11-06,5,1655,331.0,2023-08,Delhi,Referral,No
CUST00713,2023-01-06,2024-04-28,5,3354,670.8,2023-01,Delhi,Organic Search,Yes
CUST00714,2023-11-21,2024-10-12,5,2004,400.8,2023-11,Ahmedabad,Instagram Ad,No
CUST00715,2023-01-31,2024-01-22,2,598,299.0,2023-01,Mumbai,Instagram Ad,Yes
CUST00716,2024-03-01,2024-03-01,1,180,180.0,2024-03,Delhi,Influencer,No
CUST00717,2023-08-20,2024-12-04,2,798,399.0,2023-08,Pune,Google Ad,No
CUST00718,2024-01-23,2024-10-20,3,1145,381.6666666666667,2024-01,Delhi,Influencer,No
CUST00719,2023-03-21,2024-07-10,6,2117,352.8333333333333,2023-03,Bangalore,Referral,No
CUST00720,2023-04-19,2024-01-28,2,789,394.5,2023-04,Mumbai,Organic Search,Yes
CUST00721,2023-04-01,2024-09-24,5,2134,426.8,2023-04,Kolkata,Instagram Ad,Yes
CUST00722,2023-11-07,2024-01-27,2,2495,1247.5,2023-11,Jaipur,Google Ad,No
CUST00723,2023-07-26,2024-10-19,7,3728,532.5714285714286,2023-07,Kolkata,Instagram Ad,No
CUST00724,2023-03-29,2024-12-16,3,1737,579.0,2023-03,Pune,Instagram Ad,No
CUST00725,2024-02-23,2024-12-10,3,797,265.6666666666667,2024-02,Delhi,Google Ad,Yes
CUST00726,2023-02-16,2024-04-17,5,2875,575.0,2023-02,Chennai,Instagram Ad,No
CUST00727,2023-04-24,2024-06-14,4,2893,723.25,2023-04,Mumbai,Influencer,Yes
CUST00728,2023-02-13,2023-04-09,2,1396,698.0,2023-02,Delhi,Instagram Ad,Yes
CUST00729,2023-04-28,2023-12-28,2,778,389.0,2023-04,Jaipur,Instagram Ad,No
CUST00730,2024-11-24,2024-11-24,1,180,180.0,2024-11,Kolkata,Google Ad,No
CUST00731,2023-09-01,2023-09-01,1,360,360.0,2023-09,Hyderabad,Referral,Yes
CUST00732,2023-10-02,2024-04-04,2,360,180.0,2023-10,Ahmedabad,Referral,No
CUST00733,2023-06-14,2024-08-11,3,1196,398.6666666666667,2023-06,Delhi,Organic Search,No
CUST00734,2023-02-21,2024-04-18,4,2094,523.5,2023-02,Bangalore,Organic Search,Yes
CUST00735,2023-11-04,2024-11-15,2,697,348.5,2023-11,Pune,Influencer,Yes
CUST00736,2023-11-03,2023-11-03,1,180,180.0,2023-11,Pune,Instagram Ad,No
CUST00737,2023-02-24,2024-06-25,3,1657,552.3333333333334,2023-02,Mumbai,Google Ad,No
CUST00738,2023-11-27,2023-11-27,1,360,360.0,2023-11,Ahmedabad,Referral,No
CUST00739,2023-02-18,2023-02-18,1,249,249.0,2023-02,Bangalore,Influencer,No
CUST00741,2023-10-14,2024-07-10,5,2653,530.6,2023-10,Delhi,Instagram Ad,No
CUST00742,2023-06-26,2023-06-26,1,747,747.0,2023-06,Hyderabad,Organic Search,No
CUST00744,2023-05-21,2023-12-28,2,897,448.5,2023-05,Hyderabad,Google Ad,Yes
CUST00745,2023-01-17,2024-05-03,4,2278,569.5,2023-01,Mumbai,Organic Search,No
CUST00746,2023-01-02,2024-05-06,3,628,209.33333333333334,2023-01,Delhi,Organic Search,No
CUST00747,2023-01-11,2024-02-26,3,1039,346.3333333333333,2023-01,Jaipur,Instagram Ad,No
CUST00748,2023-04-20,2024-03-10,2,1596,798.0,2023-04,Kolkata,Instagram Ad,No
CUST00749,2023-12-17,2024-11-22,3,1296,432.0,2023-12,Delhi,Instagram Ad,No
CUST00750,2023-02-22,2023-05-29,2,1395,697.5,2023-02,Delhi,Instagram Ad,No
CUST00751,2023-12-22,2024-07-20,2,847,423.5,2023-12,Chennai,Instagram Ad,No
CUST00752,2023-03-20,2023-04-02,2,709,354.5,2023-03,Kolkata,Influencer,Yes
CUST00753,2023-03-12,2024-06-26,2,647,323.5,2023-03,Mumbai,Google Ad,No
CUST00754,2023-01-07,2023-04-13,3,858,286.0,2023-01,Delhi,Organic Search,No
CUST00755,2023-03-25,2024-06-11,5,1576,315.2,2023-03,Bangalore,Instagram Ad,No
CUST00756,2023-01-23,2024-04-01,5,3191,638.2,2023-01,Bangalore,Organic Search,No
CUST00757,2023-06-06,2024-05-02,3,1694,564.6666666666666,2023-06,Delhi,Influencer,No
CUST00758,2023-08-16,2024-07-25,3,1577,525.6666666666666,2023-08,Pune,Instagram Ad,No
CUST00759,2023-06-29,2023-06-29,1,180,180.0,2023-06,Mumbai,Instagram Ad,No
CUST00760,2023-01-19,2024-04-01,3,897,299.0,2023-01,Lucknow,Instagram Ad,No
CUST00761,2024-02-19,2024-07-06,2,947,473.5,2024-02,Lucknow,Instagram Ad,No
CUST00763,2023-03-26,2024-07-06,3,897,299.0,2023-03,Delhi,Instagram Ad,No
CUST00764,2023-09-17,2024-08-08,3,1287,429.0,2023-09,Delhi,Organic Search,No
CUST00765,2023-10-04,2024-08-10,3,1038,346.0,2023-10,Mumbai,Instagram Ad,No
CUST00766,2024-05-22,2024-05-22,1,499,499.0,2024-05,Mumbai,Organic Search,No
CUST00767,2023-01-31,2023-11-02,2,1447,723.5,2023-01,Delhi,Instagram Ad,No
CUST00768,2023-08-12,2024-03-02,3,1598,532.6666666666666,2023-08,Hyderabad,Organic Search,No
CUST00770,2023-05-08,2024-10-06,7,3283,469.0,2023-05,Mumbai,Instagram Ad,No
CUST00771,2023-03-12,2023-05-18,3,1644,548.0,2023-03,Kolkata,Instagram Ad,No
CUST00772,2024-11-12,2024-11-12,1,540,540.0,2024-11,Hyderabad,Google Ad,Yes
CUST00773,2023-01-30,2023-09-01,3,1576,525.3333333333334,2023-01,Delhi,Google Ad,No
CUST00774,2024-01-10,2024-07-29,2,1846,923.0,2024-01,Kolkata,Instagram Ad,No
CUST00775,2023-07-18,2024-12-14,4,1686,421.5,2023-07,Mumbai,Instagram Ad,No
CUST00776,2023-01-28,2023-05-24,3,1346,448.6666666666667,2023-01,Hyderabad,Influencer,No
CUST00777,2023-07-07,2023-07-07,1,299,299.0,2023-07,Bangalore,Organic Search,Yes
CUST00778,2023-08-01,2023-11-06,2,1494,747.0,2023-08,Pune,Organic Search,Yes
CUST00779,2023-04-14,2024-07-08,5,2335,467.0,2023-04,Mumbai,Instagram Ad,No
CUST00780,2023-04-09,2023-11-26,4,1575,393.75,2023-04,Mumbai,Instagram Ad,Yes
CUST00781,2023-02-02,2024-09-25,6,2653,442.1666666666667,2023-02,Delhi,Instagram Ad,No
CUST00782,2023-05-04,2023-08-04,2,2157,1078.5,2023-05,Pune,Organic Search,Yes
CUST00783,2024-09-19,2024-09-19,1,199,199.0,2024-09,Kolkata,Referral,No
CUST00784,2023-05-22,2024-01-27,4,1736,434.0,2023-05,Bangalore,Instagram Ad,No
CUST00785,2023-09-06,2023-09-11,2,548,274.0,2023-09,Hyderabad,Google Ad,Yes
CUST00786,2024-12-21,2024-12-21,1,249,249.0,2024-12,Ahmedabad,Organic Search,No
CUST00787,2024-11-30,2024-11-30,1,540,540.0,2024-11,Delhi,Influencer,No
CUST00788,2023-11-04,2023-11-04,1,698,698.0,2023-11,Bangalore,Organic Search,Yes
CUST00789,2023-09-22,2024-08-06,2,548,274.0,2023-09,Bangalore,Google Ad,No
CUST00790,2023-04-15,2024-11-25,4,3654,913.5,2023-04,Mumbai,Referral,No
CUST00791,2023-07-08,2024-12-14,3,1925,641.6666666666666,2023-07,Mumbai,Instagram Ad,No
CUST00792,2023-12-29,2024-01-04,2,479,239.5,2023-12,Bangalore,Influencer,Yes
CUST00793,2023-10-16,2024-07-22,3,747,249.0,2023-10,Bangalore,Organic Search,No
CUST00794,2023-03-03,2024-07-01,2,578,289.0,2023-03,Mumbai,Instagram Ad,Yes
CUST00795,2023-04-17,2024-11-21,2,1597,798.5,2023-04,Kolkata,Referral,No
CUST00796,2023-05-12,2024-12-02,6,3922,653.6666666666666,2023-05,Delhi,Instagram Ad,Yes
CUST00797,2024-10-31,2024-10-31,1,1797,1797.0,2024-10,Bangalore,Google Ad,No
CUST00798,2023-07-07,2023-07-07,1,1047,1047.0,2023-07,Chennai,Instagram Ad,No
CUST00799,2023-06-01,2024-10-26,3,2094,698.0,2023-06,Delhi,Google Ad,No
CUST00800,2023-02-12,2024-11-28,3,728,242.66666666666666,2023-02,Kolkata,Instagram Ad,No
CUST00801,2024-05-06,2024-05-06,1,349,349.0,2024-05,Bangalore,Instagram Ad,No
CUST00802,2023-08-20,2024-08-12,3,1826,608.6666666666666,2023-08,Kolkata,Referral,No
CUST00803,2023-11-27,2024-08-10,4,1725,431.25,2023-11,Pune,Instagram Ad,No
CUST00804,2023-05-12,2024-07-10,2,529,264.5,2023-05,Hyderabad,Instagram Ad,Yes
CUST00805,2023-03-31,2024-04-01,4,2024,506.0,2023-03,Mumbai,Organic Search,No
CUST00806,2023-05-14,2023-12-10,2,1746,873.0,2023-05,Mumbai,Instagram Ad,Yes
CUST00808,2024-03-03,2024-10-18,3,828,276.0,2024-03,Delhi,Google Ad,No
CUST00809,2023-02-05,2024-01-23,3,1547,515.6666666666666,2023-02,Mumbai,Google Ad,Yes
CUST00810,2024-03-09,2024-10-31,3,778,259.3333333333333,2024-03,Jaipur,Organic Search,No
CUST00811,2023-09-04,2023-10-11,2,659,329.5,2023-09,Bangalore,Google Ad,No
CUST00812,2023-05-05,2024-10-05,5,2792,558.4,2023-05,Mumbai,Google Ad,No
CUST00813,2023-11-17,2023-11-17,1,249,249.0,2023-11,Pune,Google Ad,Yes
CUST00814,2023-08-11,2024-08-28,2,897,448.5,2023-08,Mumbai,Instagram Ad,Yes
CUST00815,2023-03-21,2024-03-25,3,1038,346.0,2023-03,Mumbai,Google Ad,No
CUST00816,2023-02-06,2024-07-24,4,1308,327.0,2023-02,Bangalore,Google Ad,Yes
CUST00817,2024-04-12,2024-04-12,1,599,599.0,2024-04,Mumbai,Google Ad,No
CUST00818,2023-03-10,2024-05-24,4,1906,476.5,2023-03,Hyderabad,Instagram Ad,Yes
CUST00819,2023-01-26,2024-02-23,3,1447,482.3333333333333,2023-01,Bangalore,Referral,No
CUST00820,2024-07-20,2024-07-20,1,1797,1797.0,2024-07,Bangalore,Instagram Ad,No
CUST00822,2023-09-19,2024-12-08,3,1744,581.3333333333334,2023-09,Mumbai,Google Ad,No
CUST00823,2023-03-04,2023-03-04,1,998,998.0,2023-03,Mumbai,Instagram Ad,No
CUST00824,2023-08-20,2024-12-10,4,1318,329.5,2023-08,Bangalore,Influencer,Yes
CUST00825,2023-01-26,2024-06-27,2,498,249.0,2023-01,Mumbai,Google Ad,No
CUST00826,2024-03-11,2024-10-09,3,1526,508.6666666666667,2024-03,Lucknow,Google Ad,No
CUST00827,2023-07-12,2024-12-14,3,1246,415.3333333333333,2023-07,Delhi,Google Ad,Yes
CUST00828,2023-02-16,2023-09-16,4,2087,521.75,2023-02,Bangalore,Organic Search,No
CUST00829,2023-09-24,2023-09-24,1,299,299.0,2023-09,Mumbai,Instagram Ad,No
CUST00830,2023-11-09,2024-10-08,3,1128,376.0,2023-11,Mumbai,Referral,No
CUST00831,2023-06-06,2024-01-22,5,2741,548.2,2023-06,Mumbai,Referral,No
CUST00832,2023-05-31,2024-10-07,2,540,270.0,2023-05,Chennai,Referral,No
CUST00833,2024-10-02,2024-10-02,1,180,180.0,2024-10,Hyderabad,Organic Search,No
CUST00834,2024-09-05,2024-12-23,3,958,319.3333333333333,2024-09,Mumbai,Influencer,No
CUST00836,2023-05-26,2024-06-19,4,1795,448.75,2023-05,Pune,Organic Search,Yes
CUST00837,2024-01-24,2024-11-18,4,3092,773.0,2024-01,Hyderabad,Instagram Ad,Yes
CUST00838,2024-05-03,2024-05-03,1,499,499.0,2024-05,Delhi,Instagram Ad,No
CUST00839,2023-03-13,2024-09-25,2,1696,848.0,2023-03,Bangalore,Instagram Ad,Yes
CUST00840,2024-01-06,2024-06-06,2,1896,948.0,2024-01,Delhi,Referral,No
CUST00841,2023-09-30,2024-08-03,3,1238,412.6666666666667,2023-09,Delhi,Organic Search,No
CUST00842,2023-11-20,2024-08-21,3,2356,785.3333333333334,2023-11,Pune,Instagram Ad,No
CUST00843,2023-03-30,2023-11-27,4,1945,486.25,2023-03,Hyderabad,Instagram Ad,No
CUST00844,2023-08-09,2024-11-06,4,2476,619.0,2023-08,Hyderabad,Referral,No
CUST00845,2023-03-26,2024-08-01,4,2442,610.5,2023-03,Mumbai,Instagram Ad,No
CUST00847,2023-01-31,2024-05-14,6,2623,437.1666666666667,2023-01,Kolkata,Instagram Ad,No
CUST00848,2023-10-15,2024-09-04,3,1158,386.0,2023-10,Hyderabad,Instagram Ad,No
CUST00849,2023-04-03,2024-11-03,5,1526,305.2,2023-04,Delhi,Influencer,No
CUST00850,2023-01-30,2024-10-27,2,1097,548.5,2023-01,Kolkata,Instagram Ad,No
CUST00851,2024-04-01,2024-10-21,3,1746,582.0,2024-04,Mumbai,Influencer,No
CUST00853,2023-05-27,2024-08-01,3,1358,452.6666666666667,2023-05,Mumbai,Google Ad,Yes
CUST00854,2023-11-27,2024-08-03,2,927,463.5,2023-11,Delhi,Referral,No
CUST00855,2023-06-16,2024-09-05,4,2074,518.5,2023-06,Pune,Instagram Ad,Yes
CUST00856,2023-08-01,2023-11-27,3,659,219.66666666666666,2023-08,Pune,Referral,Yes
CUST00857,2023-09-06,2024-12-24,2,1097,548.5,2023-09,Pune,Google Ad,No
CUST00858,2023-08-28,2024-05-20,3,2045,681.6666666666666,2023-08,Pune,Organic Search,No
CUST00859,2023-05-09,2024-10-03,7,3273,467.57142857142856,2023-05,Bangalore,Organic Search,No
CUST00860,2024-03-09,2024-07-24,3,1825,608.3333333333334,2024-03,Pune,Influencer,No
CUST00861,2023-04-03,2024-03-23,3,609,203.0,2023-04,Bangalore,Instagram Ad,No
CUST00862,2023-09-30,2024-10-03,2,997,498.5,2023-09,Pune,Referral,No
CUST00863,2023-02-02,2024-08-01,6,3453,575.5,2023-02,Mumbai,Google Ad,No
CUST00864,2024-02-03,2024-10-14,2,848,424.0,2024-02,Delhi,Influencer,Yes
CUST00865,2023-01-14,2024-10-24,5,2325,465.0,2023-01,Hyderabad,Organic Search,No
CUST00866,2023-07-23,2024-12-15,4,1706,426.5,2023-07,Mumbai,Organic Search,No
CUST00867,2024-09-06,2024-09-13,2,679,339.5,2024-09,Hyderabad,Google Ad,No
CUST00868,2023-04-24,2023-04-24,1,249,249.0,2023-04,Mumbai,Instagram Ad,No
CUST00869,2023-02-01,2023-07-24,3,1296,432.0,2023-02,Hyderabad,Referral,No
CUST00870,2024-03-22,2024-08-20,2,2844,1422.0,2024-03,Bangalore,Google Ad,No
CUST00871,2023-02-03,2024-09-30,5,3822,764.4,2023-02,Pune,Instagram Ad,No
CUST00874,2023-05-21,2024-12-25,3,1526,508.6666666666667,2023-05,Kolkata,Organic Search,Yes
CUST00875,2023-02-04,2023-08-19,2,797,398.5,2023-02,Kolkata,Instagram Ad,No
CUST00876,2024-05-04,2024-09-23,2,679,339.5,2024-05,Chennai,Influencer,Yes
CUST00877,2024-12-02,2024-12-13,2,1447,723.5,2024-12,Pune,Influencer,No
CUST00878,2024-06-28,2024-06-28,1,747,747.0,2024-06,Mumbai,Instagram Ad,Yes
CUST00879,2023-07-13,2023-10-05,3,1346,448.6666666666667,2023-07,Chennai,Referral,No
CUST00880,2023-07-07,2024-09-21,5,2833,566.6,2023-07,Delhi,Instagram Ad,Yes
CUST00882,2023-11-24,2024-11-11,4,1046,261.5,2023-11,Mumbai,Influencer,No
CUST00883,2023-12-17,2024-01-23,2,1297,648.5,2023-12,Bangalore,Instagram Ad,No
CUST00884,2023-06-09,2024-06-17,4,2136,534.0,2023-06,Delhi,Instagram Ad,Yes
CUST00885,2023-04-16,2023-11-02,4,1575,393.75,2023-04,Delhi,Organic Search,Yes
CUST00886,2023-07-22,2023-07-22,1,598,598.0,2023-07,Chennai,Instagram Ad,No
CUST00887,2023-03-14,2024-11-17,5,1107,221.4,2023-03,Mumbai,Instagram Ad,No
CUST00888,2023-05-04,2024-06-04,4,1527,381.75,2023-05,Pune,Referral,Yes
CUST00889,2023-06-13,2024-09-03,4,2144,536.0,2023-06,Bangalore,Instagram Ad,No
CUST00890,2023-08-03,2024-12-15,6,3389,564.8333333333334,2023-08,Bangalore,Instagram Ad,No
CUST00891,2023-12-06,2023-12-06,1,180,180.0,2023-12,Chennai,Instagram Ad,No
CUST00892,2023-06-15,2023-08-13,3,957,319.0,2023-06,Hyderabad,Organic Search,No
CUST00893,2023-05-06,2024-10-17,4,1176,294.0,2023-05,Kolkata,Instagram Ad,No
CUST00894,2023-05-14,2024-09-18,3,1208,402.6666666666667,2023-05,Lucknow,Referral,No
CUST00895,2023-03-31,2024-06-17,3,1427,475.6666666666667,2023-03,Bangalore,Organic Search,No
CUST00896,2023-02-28,2023-02-28,1,180,180.0,2023-02,Kolkata,Google Ad,No
CUST00897,2023-01-05,2023-09-10,2,1597,798.5,2023-01,Delhi,Google Ad,No
CUST00898,2023-07-12,2024-04-15,5,2941,588.2,2023-07,Mumbai,Influencer,Yes
CUST00899,2023-11-13,2024-11-15,2,1098,549.0,2023-11,Pune,Google Ad,No
CUST00900,2023-05-13,2024-11-25,3,1395,465.0,2023-05,Bangalore,Google Ad,No
CUST00901,2023-01-28,2024-11-06,4,2973,743.25,2023-01,Pune,Instagram Ad,No
CUST00903,2023-01-13,2024-09-19,3,928,309.3333333333333,2023-01,Jaipur,Organic Search,Yes
CUST00904,2023-01-12,2024-11-12,2,697,348.5,2023-01,Chennai,Google Ad,Yes
CUST00905,2023-03-21,2024-03-30,3,1027,342.3333333333333,2023-03,Kolkata,Referral,Yes
CUST00906,2023-01-02,2023-12-03,3,1738,579.3333333333334,2023-01,Delhi,Instagram Ad,No
CUST00907,2023-03-14,2024-07-25,5,1835,367.0,2023-03,Delhi,Instagram Ad,No
CUST00908,2023-01-28,2024-04-28,4,1767,441.75,2023-01,Pune,Referral,Yes
CUST00909,2023-02-22,2024-12-27,5,1645,329.0,2023-02,Delhi,Instagram Ad,No
CUST00910,2024-01-02,2024-08-29,3,1786,595.3333333333334,2024-01,Mumbai,Instagram Ad,Yes
CUST00911,2023-01-14,2024-04-02,3,827,275.6666666666667,2023-01,Ahmedabad,Google Ad,No
CUST00912,2023-05-22,2024-08-23,5,2194,438.8,2023-05,Mumbai,Google Ad,No
CUST00913,2023-01-04,2024-07-15,4,1944,486.0,2023-01,Lucknow,Referral,No
CUST00914,2023-03-14,2024-12-18,3,827,275.6666666666667,2023-03,Mumbai,Instagram Ad,Yes
CUST00915,2023-02-10,2023-02-10,1,599,599.0,2023-02,Bangalore,Organic Search,No
CUST00916,2023-03-03,2024-12-11,4,2046,511.5,2023-03,Bangalore,Instagram Ad,Yes
CUST00917,2023-11-26,2024-09-13,3,2157,719.0,2023-11,Bangalore,Referral,Yes
CUST00918,2023-10-07,2024-06-11,3,2495,831.6666666666666,2023-10,Bangalore,Instagram Ad,Yes
CUST00919,2023-11-17,2023-11-17,1,180,180.0,2023-11,Mumbai,Organic Search,No
CUST00920,2023-03-11,2023-12-23,2,1246,623.0,2023-03,Delhi,Referral,No
CUST00921,2024-08-22,2024-11-19,3,1128,376.0,2024-08,Mumbai,Referral,Yes
CUST00922,2023-01-10,2024-10-13,5,1755,351.0,2023-01,Pune,Influencer,No
CUST00923,2023-10-08,2024-07-29,3,1398,466.0,2023-10,Mumbai,Referral,No
CUST00924,2023-02-13,2024-12-01,6,2934,489.0,2023-02,Delhi,Instagram Ad,Yes
CUST00926,2023-01-30,2024-08-15,5,2815,563.0,2023-01,Hyderabad,Instagram Ad,No
CUST00927,2024-09-09,2024-09-09,1,698,698.0,2024-09,Kolkata,Organic Search,No
CUST00928,2024-05-08,2024-05-08,1,498,498.0,2024-05,Jaipur,Instagram Ad,No
CUST00929,2024-03-13,2024-08-04,2,958,479.0,2024-03,Pune,Influencer,No
CUST00930,2023-03-03,2024-11-15,3,1695,565.0,2023-03,Mumbai,Google Ad,No
CUST00931,2023-03-21,2024-03-04,4,2642,660.5,2023-03,Kolkata,Influencer,Yes
CUST00932,2023-01-07,2024-12-22,5,3172,634.4,2023-01,Ahmedabad,Instagram Ad,Yes
CUST00933,2024-02-24,2024-02-24,1,299,299.0,2024-02,Pune,Instagram Ad,No
CUST00934,2024-04-15,2024-04-15,1,180,180.0,2024-04,Bangalore,Instagram Ad,No
CUST00935,2023-02-05,2024-01-21,3,2245,748.3333333333334,2023-02,Chennai,Referral,No
CUST00937,2023-02-07,2024-10-15,7,4172,596.0,2023-02,Mumbai,Organic Search,No
CUST00938,2023-09-22,2023-09-22,1,599,599.0,2023-09,Kolkata,Influencer,No
CUST00939,2023-12-12,2024-09-10,3,1318,439.3333333333333,2023-12,Hyderabad,Instagram Ad,Yes
CUST00940,2023-04-20,2024-10-15,3,2744,914.6666666666666,2023-04,Delhi,Google Ad,No
CUST00941,2023-04-22,2024-10-02,4,1527,381.75,2023-04,Hyderabad,Google Ad,No
CUST00942,2023-08-02,2024-08-20,4,2043,510.75,2023-08,Delhi,Organic Search,No
CUST00945,2024-01-15,2024-10-31,5,2275,455.0,2024-01,Pune,Organic Search,No
CUST00946,2023-10-14,2023-11-14,2,848,424.0,2023-10,Delhi,Instagram Ad,No
CUST00947,2023-09-14,2024-10-20,3,659,219.66666666666666,2023-09,Mumbai,Organic Search,No
CUST00948,2023-01-10,2024-07-04,6,1667,277.8333333333333,2023-01,Lucknow,Instagram Ad,Yes
CUST00949,2023-02-27,2023-02-27,1,249,249.0,2023-02,Hyderabad,Instagram Ad,No
CUST00950,2023-05-08,2024-11-21,4,3453,863.25,2023-05,Mumbai,Instagram Ad,No
CUST00951,2023-10-06,2023-12-03,3,947,315.6666666666667,2023-10,Ahmedabad,Referral,No
CUST00952,2023-05-03,2023-05-03,1,599,599.0,2023-05,Jaipur,Google Ad,No
CUST00953,2023-08-02,2024-06-04,3,1496,498.6666666666667,2023-08,Mumbai,Organic Search,No
CUST00954,2023-03-17,2024-10-26,3,1296,432.0,2023-03,Pune,Instagram Ad,No
CUST00955,2023-05-01,2024-07-27,4,977,244.25,2023-05,Chennai,Referral,No
CUST00956,2023-02-14,2023-11-29,3,1158,386.0,2023-02,Delhi,Referral,No
CUST00958,2023-01-03,2024-02-19,3,1226,408.6666666666667,2023-01,Delhi,Google Ad,No
CUST00959,2024-01-18,2024-01-18,1,398,398.0,2024-01,Delhi,Google Ad,No
CUST00960,2023-04-16,2024-02-09,2,779,389.5,2023-04,Mumbai,Influencer,No
CUST00961,2023-12-18,2024-11-16,4,2542,635.5,2023-12,Mumbai,Google Ad,No
CUST00962,2023-05-01,2024-02-09,2,448,224.0,2023-05,Pune,Influencer,No
CUST00963,2023-01-23,2024-10-12,2,659,329.5,2023-01,Mumbai,Google Ad,Yes
CUST00965,2024-04-18,2024-04-18,1,599,599.0,2024-04,Bangalore,Google Ad,No
CUST00966,2024-05-26,2024-07-18,2,479,239.5,2024-05,Pune,Google Ad,No
CUST00967,2023-09-02,2024-07-11,5,3474,694.8,2023-09,Delhi,Google Ad,No
CUST00968,2023-01-26,2024-10-02,3,3094,1031.3333333333333,2023-01,Mumbai,Google Ad,Yes
CUST00969,2024-01-30,2024-01-30,1,349,349.0,2024-01,Chennai,Instagram Ad,No
CUST00970,2023-02-11,2024-06-04,4,2204,551.0,2023-02,Kolkata,Google Ad,Yes
CUST00971,2023-06-21,2023-06-24,2,1098,549.0,2023-06,Hyderabad,Influencer,Yes
CUST00972,2023-12-11,2023-12-19,2,379,189.5,2023-12,Ahmedabad,Influencer,No
CUST00973,2024-01-01,2024-12-29,4,2575,643.75,2024-01,Bangalore,Referral,No
CUST00974,2023-02-16,2024-06-16,2,798,399.0,2023-02,Bangalore,Organic Search,No
CUST00975,2023-01-16,2024-12-23,5,2265,453.0,2023-01,Kolkata,Google Ad,No
CUST00976,2023-04-30,2024-09-21,4,2544,636.0,2023-04,Delhi,Influencer,No
CUST00977,2023-09-17,2024-05-15,3,1097,365.6666666666667,2023-09,Bangalore,Google Ad,No
CUST00978,2024-09-20,2024-09-20,1,747,747.0,2024-09,Delhi,Instagram Ad,No
CUST00979,2023-02-15,2024-12-23,2,947,473.5,2023-02,Lucknow,Influencer,No
CUST00980,2023-01-22,2024-06-20,2,1247,623.5,2023-01,Delhi,Organic Search,No
CUST00981,2023-08-14,2023-09-09,2,2396,1198.0,2023-08,Bangalore,Referral,No
CUST00982,2023-06-03,2023-06-03,1,1047,1047.0,2023-06,Mumbai,Organic Search,No
CUST00983,2023-05-02,2023-05-02,1,249,249.0,2023-05,Mumbai,Influencer,Yes
