customer_id,gender,age_group,city,channel,is_subscriber
CUST00506,Female,45+,Pune,Influencer,Yes
CUST00507,Male,25-30,Delhi,Organic Search,No
CUST00508,Male,18-24,Pune,Instagram Ad,No
CUST00509,Male,25-30,Lucknow,Organic Search,No
CUST00510,Female,18-24,Mumbai,Instagram Ad,No
CUST00511,Female,36-45,Pune,Google Ad,Yes
CUST00512,Female,36-45,Hyderabad,Instagram Ad,No
CUST00513,Other,25-30,Mumbai,Google Ad,No
CUST00514,Female,18-24,Jaipur,Referral,No
CUST00515,Male,25-30,Bangalore,Organic Search,No
CUST00516,Male,18-24,Bangalore,Referral,No
CUST00517,Male,18-24,Chennai,Instagram Ad,No
CUST00518,Female,18-24,Delhi,Referral,No
CUST00519,Male,18-24,Kolkata,Referral,No
CUST00520,Male,18-24,Bangalore,Influencer,No
CUST00521,Other,18-24,Mumbai,Google Ad,No
CUST00522,Other,25-30,Bangalore,Instagram Ad,No
CUST00523,Male,36-45,Delhi,Referral,No
CUST00524,Other,18-24,Bangalore,Instagram Ad,No
CUST00525,Other,25-30,Pune,Referral,No
CUST00526,Male,36-45,Bangalore,Instagram Ad,No
CUST00527,Female,31-35,Delhi,Referral,No
CUST00528,Female,18-24,Lucknow,Instagram Ad,Yes
CUST00529,Male,18-24,Ahmedabad,Organic Search,Yes
CUST00530,Female,25-30,Pune,Instagram Ad,No
CUST00531,Other,31-35,Bangalore,Influencer,No
CUST00532,Male,45+,Hyderabad,Organic Search,Yes
CUST00533,Female,36-45,Bangalore,Instagram Ad,Yes
CUST00534,Female,25-30,Bangalore,Organic Search,No
CUST00535,Other,18-24,Hyderabad,Instagram Ad,No
CUST00536,Male,31-35,Bangalore,Organic Search,No
CUST00537,Male,25-30,Chennai,Google Ad,No
CUST00538,Other,25-30,Chennai,Instagram Ad,Yes
CUST00539,Male,31-35,Chennai,Instagram Ad,Yes
CUST00540,Male,18-24,Delhi,Google Ad,No
CUST00541,Other,31-35,Pune,Google Ad,No
CUST00542,Other,25-30,Lucknow,Organic Search,Yes
CUST00543,Female,31-35,Delhi,Organic Search,Yes
CUST00544,Male,18-24,Kolkata,Instagram Ad,No
CUST00545,Other,18-24,Pune,Organic Search,No
CUST00546,Female,25-30,Mumbai,Instagram Ad,No
CUST00547,Male,31-35,Ahmedabad,Referral,No
CUST00548,Female,31-35,Hyderabad,Instagram Ad,No
CUST00549,Other,31-35,Pune,Instagram Ad,No
CUST00550,Male,25-30,Kolkata,Google Ad,No
CUST00551,Female,45+,Mumbai,Google Ad,Yes
CUST00552,Other,31-35,Ahmedabad,Instagram Ad,No
CUST00553,Other,25-30,Ahmedabad,Referral,No
CUST00554,Other,18-24,Jaipur,Organic Search,No
CUST00555,Other,36-45,Delhi,Referral,Yes
CUST00556,Other,31-35,Bangalore,Instagram Ad,Yes
CUST00557,Other,18-24,Bangalore,Instagram Ad,No
CUST00558,Other,25-30,Delhi,Organic Search,Yes
CUST00559,Female,36-45,Kolkata,Organic Search,No
CUST00560,Male,36-45,Mumbai,Instagram Ad,Yes
CUST00561,Male,31-35,Mumbai,Organic Search,No
CUST00562,Female,36-45,Bangalore,Instagram Ad,No
CUST00563,Other,25-30,Mumbai,Instagram Ad,No
CUST00564,Male,31-35,Chennai,Referral,No
CUST00565,Other,25-30,Bangalore,Instagram Ad,No
CUST00566,Male,31-35,Pune,Influencer,No
CUST00567,Other,31-35,Pune,Organic Search,No
CUST00568,Female,18-24,Bangalore,Instagram Ad,No
CUST00569,Other,25-30,Pune,Influencer,No
CUST00570,Male,31-35,Bangalore,Organic Search,Yes
CUST00571,Other,18-24,Delhi,Google Ad,Yes
CUST00572,Male,18-24,Delhi,Influencer,No
CUST00573,Other,25-30,Mumbai,Organic Search,No
CUST00574,Male,18-24,Bangalore,Instagram Ad,Yes
CUST00575,Male,18-24,Mumbai,Instagram Ad,No
CUST00576,Male,31-35,Pune,Google Ad,No
CUST00577,Other,36-45,Delhi,Instagram Ad,No
CUST00578,Male,18-24,Delhi,Google Ad,No
CUST00579,Other,25-30,Hyderabad,Influencer,Yes
CUST00580,Female,18-24,Delhi,Google Ad,No
CUST00581,Female,36-45,Hyderabad,Organic Search,No
CUST00582,Male,36-45,Jaipur,Referral,Yes
CUST00583,Other,31-35,Mumbai,Instagram Ad,Yes
CUST00584,Male,31-35,Hyderabad,Instagram Ad,No
CUST00585,Other,25-30,Delhi,Instagram Ad,No
CUST00586,Other,31-35,Mumbai,Instagram Ad,No
CUST00587,Female,36-45,Hyderabad,Organic Search,No
CUST00588,Other,25-30,Mumbai,Organic Search,No
CUST00589,Other,31-35,Kolkata,Organic Search,Yes
CUST00590,Male,36-45,Mumbai,Google Ad,Yes
CUST00591,Male,18-24,Bangalore,Instagram Ad,No
CUST00592,Other,25-30,Mumbai,Instagram Ad,No
CUST00593,Female,25-30,Hyderabad,Organic Search,No
CUST00594,Male,31-35,Bangalore,Organic Search,No
CUST00595,Male,25-30,Chennai,Google Ad,No
CUST00596,Female,36-45,Kolkata,Influencer,No
CUST00597,Male,25-30,Pune,Google Ad,No
CUST00598,Other,31-35,Hyderabad,Google Ad,Yes
CUST00599,Other,25-30,Mumbai,Influencer,No
CUST00600,Other,18-24,Mumbai,Organic Search,No
CUST00601,Male,25-30,Mumbai,Google Ad,No
CUST00602,Male,31-35,Pune,Google Ad,Yes
CUST00603,Male,45+,Bangalore,Organic Search,Yes
CUST00604,Male,25-30,Mumbai,Google Ad,No
CUST00605,Other,25-30,Mumbai,Instagram Ad,No
CUST00606,Female,18-24,Mumbai,Referral,No
CUST00607,Other,25-30,Ahmedabad,Instagram Ad,No
CUST00608,Male,25-30,Kolkata,Organic Search,No
CUST00609,Other,45+,Delhi,Influencer,No
CUST00610,Female,25-30,Delhi,Google Ad,Yes
CUST00611,Other,25-30,Bangalore,Referral,No
CUST00612,Female,25-30,Delhi,Instagram Ad,Yes
CUST00613,Male,18-24,Delhi,Instagram Ad,No
CUST00614,Other,25-30,Delhi,Organic Search,Yes
CUST00615,Other,25-30,Pune,Google Ad,No
CUST00616,Other,45+,Kolkata,Organic Search,No
CUST00617,Other,31-35,Mumbai,Google Ad,Yes
CUST00618,Male,25-30,Bangalore,Instagram Ad,No
CUST00619,Female,36-45,Hyderabad,Google Ad,No
CUST00620,Female,18-24,Chennai,Instagram Ad,No
CUST00621,Other,18-24,Kolkata,Influencer,Yes
CUST00622,Male,25-30,Lucknow,Google Ad,No
CUST00623,Female,25-30,Delhi,Instagram Ad,Yes
CUST00624,Female,31-35,Delhi,Google Ad,No
CUST00625,Female,25-30,Kolkata,Influencer,No
CUST00626,Female,36-45,Chennai,Organic Search,No
CUST00627,Female,18-24,Mumbai,Referral,No
CUST00628,Female,36-45,Ahmedabad,Instagram Ad,No
CUST00629,Male,25-30,Bangalore,Organic Search,No
CUST00630,Other,18-24,Bangalore,Organic Search,No
CUST00631,Female,31-35,Mumbai,Instagram Ad,No
CUST00632,Male,31-35,Delhi,Instagram Ad,No
CUST00633,Male,18-24,Lucknow,Organic Search,No
CUST00634,Other,25-30,Mumbai,Organic Search,No
CUST00635,Other,31-35,Mumbai,Referral,No
CUST00636,Female,31-35,Chennai,Referral,No
CUST00637,Other,18-24,Bangalore,Instagram Ad,No
CUST00638,Other,25-30,Mumbai,Instagram Ad,Yes
CUST00639,Male,31-35,Jaipur,Instagram Ad,No
CUST00640,Male,25-30,Delhi,Instagram Ad,No
CUST00641,Male,31-35,Hyderabad,Instagram Ad,Yes
CUST00642,Female,25-30,Delhi,Instagram Ad,No
CUST00643,Female,31-35,Ahmedabad,Google Ad,No
CUST00644,Other,25-30,Bangalore,Instagram Ad,No
CUST00645,Other,45+,Pune,Google Ad,No
CUST00646,Female,18-24,Kolkata,Google Ad,No
CUST00647,Female,25-30,Pune,Instagram Ad,No
CUST00648,Male,18-24,Hyderabad,Referral,No
CUST00649,Female,25-30,Bangalore,Instagram Ad,No
CUST00650,Female,18-24,Bangalore,Instagram Ad,Yes
CUST00651,Other,31-35,Mumbai,Organic Search,No
CUST00652,Other,18-24,Bangalore,Instagram Ad,No
CUST00653,Male,31-35,Mumbai,Referral,Yes
CUST00654,Female,18-24,Hyderabad,Instagram Ad,Yes
CUST00655,Other,25-30,Delhi,Referral,No
CUST00656,Female,31-35,Ahmedabad,Google Ad,No
CUST00657,Female,25-30,Jaipur,Instagram Ad,No
CUST00658,Male,25-30,Delhi,Organic Search,No
CUST00659,Female,18-24,Mumbai,Organic Search,No
CUST00660,Male,45+,Chennai,Influencer,No
CUST00661,Other,25-30,Mumbai,Referral,No
CUST00662,Other,18-24,Delhi,Influencer,No
CUST00663,Other,25-30,Bangalore,Instagram Ad,No
CUST00664,Other,25-30,Mumbai,Referral,No
CUST00665,Male,36-45,Kolkata,Instagram Ad,No
CUST00666,Male,25-30,Kolkata,Instagram Ad,No
CUST00667,Other,31-35,Delhi,Instagram Ad,No
CUST00668,Other,31-35,Delhi,Organic Search,No
CUST00669,Other,31-35,Mumbai,Influencer,No
CUST00670,Male,25-30,Mumbai,Instagram Ad,No
CUST00671,Other,18-24,Kolkata,Instagram Ad,No
CUST00672,Male,25-30,Mumbai,Instagram Ad,No
CUST00673,Female,25-30,Bangalore,Google Ad,No
CUST00674,Other,18-24,Bangalore,Influencer,No
CUST00675,Male,31-35,Delhi,Referral,No
CUST00676,Male,25-30,Lucknow,Instagram Ad,Yes
CUST00677,Male,31-35,Chennai,Instagram Ad,No
CUST00678,Female,18-24,Delhi,Referral,No
CUST00679,Other,25-30,Delhi,Instagram Ad,No
CUST00680,Male,31-35,Lucknow,Referral,Yes
CUST00681,Other,36-45,Chennai,Referral,No
CUST00682,Male,25-30,Delhi,Instagram Ad,Yes
CUST00683,Other,18-24,Bangalore,Organic Search,No
CUST00684,Female,18-24,Jaipur,Influencer,No
CUST00685,Male,45+,Bangalore,Influencer,Yes
CUST00686,Male,25-30,Delhi,Instagram Ad,Yes
CUST00687,Female,31-35,Chennai,Organic Search,Yes
CUST00688,Other,31-35,Pune,Google Ad,No
CUST00689,Male,18-24,Delhi,Influencer,No
CUST00690,Female,25-30,Ahmedabad,Organic Search,Yes
CUST00691,Male,18-24,Mumbai,Organic Search,No
CUST00692,Male,18-24,Jaipur,Google Ad,Yes
CUST00693,Male,25-30,Hyderabad,Instagram Ad,No
CUST00694,Other,31-35,Bangalore,Google Ad,No
CUST00695,Female,18-24,Mumbai,Google Ad,Yes
CUST00696,Female,18-24,Kolkata,Influencer,No
CUST00697,Female,36-45,Delhi,Influencer,Yes
CUST00698,Female,45+,Lucknow,Organic Search,No
CUST00699,Male,25-30,Delhi,Google Ad,No
CUST00700,Other,18-24,Pune,Influencer,Yes
CUST00701,Female,31-35,Ahmedabad,Influencer,No
CUST00702,Other,25-30,Lucknow,Referral,Yes
CUST00703,Female,25-30,Hyderabad,Instagram Ad,No
CUST00704,Female,31-35,Mumbai,Google Ad,No
CUST00705,Male,25-30,Mumbai,Instagram Ad,No
CUST00706,Male,36-45,Delhi,Organic Search,Yes
CUST00707,Male,25-30,Kolkata,Organic Search,Yes
CUST00708,Other,25-30,Mumbai,Google Ad,No
CUST00709,Male,18-24,Delhi,Google Ad,No
CUST00710,Male,45+,Mumbai,Referral,No
CUST00711,Female,25-30,Chennai,Influencer,No
CUST00712,Female,25-30,Delhi,Referral,No
CUST00713,Male,25-30,Delhi,Organic Search,Yes
CUST00714,Male,18-24,Ahmedabad,Instagram Ad,No
CUST00715,Other,18-24,Mumbai,Instagram Ad,Yes
CUST00716,Other,36-45,Delhi,Influencer,No
CUST00717,Female,25-30,Pune,Google Ad,No
CUST00718,Other,25-30,Delhi,Influencer,No
CUST00719,Male,36-45,Bangalore,Referral,No
CUST00720,Male,25-30,Mumbai,Organic Search,Yes
CUST00721,Female,25-30,Kolkata,Instagram Ad,Yes
CUST00722,Male,18-24,Jaipur,Google Ad,No
CUST00723,Male,31-35,Kolkata,Instagram Ad,No
CUST00724,Male,31-35,Pune,Instagram Ad,No
CUST00725,Male,25-30,Delhi,Google Ad,Yes
CUST00726,Other,18-24,Chennai,Instagram Ad,No
CUST00727,Other,25-30,Mumbai,Influencer,Yes
CUST00728,Other,25-30,Delhi,Instagram Ad,Yes
CUST00729,Other,31-35,Jaipur,Instagram Ad,No
CUST00730,Other,31-35,Kolkata,Google Ad,No
CUST00731,Female,25-30,Hyderabad,Referral,Yes
CUST00732,Male,25-30,Ahmedabad,Referral,No
CUST00733,Female,31-35,Delhi,Organic Search,No
CUST00734,Male,18-24,Bangalore,Organic Search,Yes
CUST00735,Male,31-35,Pune,Influencer,Yes
CUST00736,Male,18-24,Pune,Instagram Ad,No
CUST00737,Female,31-35,Mumbai,Google Ad,No
CUST00738,Male,25-30,Ahmedabad,Referral,No
CUST00739,Male,31-35,Bangalore,Influencer,No
CUST00740,Other,31-35,Kolkata,Instagram Ad,No
CUST00741,Other,18-24,Delhi,Instagram Ad,No
CUST00742,Male,36-45,Hyderabad,Organic Search,No
CUST00743,Other,36-45,Bangalore,Google Ad,Yes
CUST00744,Female,31-35,Hyderabad,Google Ad,Yes
CUST00745,Male,36-45,Mumbai,Organic Search,No
CUST00746,Female,25-30,Delhi,Organic Search,No
CUST00747,Other,25-30,Jaipur,Instagram Ad,No
CUST00748,Other,31-35,Kolkata,Instagram Ad,No
CUST00749,Female,25-30,Delhi,Instagram Ad,No
CUST00750,Male,18-24,Delhi,Instagram Ad,No
CUST00751,Other,31-35,Chennai,Instagram Ad,No
CUST00752,Other,25-30,Kolkata,Influencer,Yes
CUST00753,Other,31-35,Mumbai,Google Ad,No
CUST00754,Female,25-30,Delhi,Organic Search,No
CUST00755,Female,31-35,Bangalore,Instagram Ad,No
CUST00756,Other,25-30,Bangalore,Organic Search,No
CUST00757,Male,18-24,Delhi,Influencer,No
CUST00758,Female,31-35,Pune,Instagram Ad,No
CUST00759,Male,31-35,Mumbai,Instagram Ad,No
CUST00760,Female,25-30,Lucknow,Instagram Ad,No
CUST00761,Female,18-24,Lucknow,Instagram Ad,No
CUST00762,Male,31-35,Hyderabad,Google Ad,No
CUST00763,Male,25-30,Delhi,Instagram Ad,No
CUST00764,Male,18-24,Delhi,Organic Search,No
CUST00765,Female,31-35,Mumbai,Instagram Ad,No
CUST00766,Male,25-30,Mumbai,Organic Search,No
CUST00767,Male,31-35,Delhi,Instagram Ad,No
CUST00768,Male,18-24,Hyderabad,Organic Search,No
CUST00769,Male,25-30,Delhi,Organic Search,No
CUST00770,Male,36-45,Mumbai,Instagram Ad,No
CUST00771,Male,31-35,Kolkata,Instagram Ad,No
CUST00772,Male,31-35,Hyderabad,Google Ad,Yes
CUST00773,Female,25-30,Delhi,Google Ad,No
CUST00774,Male,25-30,Kolkata,Instagram Ad,No
CUST00775,Female,45+,Mumbai,Instagram Ad,No
CUST00776,Other,18-24,Hyderabad,Influencer,No
CUST00777,Other,18-24,Bangalore,Organic Search,Yes
CUST00778,Female,25-30,Pune,Organic Search,Yes
CUST00779,Male,31-35,Mumbai,Instagram Ad,No
CUST00780,Female,31-35,Mumbai,Instagram Ad,Yes
CUST00781,Other,18-24,Delhi,Instagram Ad,No
CUST00782,Female,31-35,Pune,Organic Search,Yes
CUST00783,Other,45+,Kolkata,Referral,No
CUST00784,Female,36-45,Bangalore,Instagram Ad,No
CUST00785,Female,31-35,Hyderabad,Google Ad,Yes
CUST00786,Female,25-30,Ahmedabad,Organic Search,No
CUST00787,Female,18-24,Delhi,Influencer,No
CUST00788,Female,31-35,Bangalore,Organic Search,Yes
CUST00789,Other,31-35,Bangalore,Google Ad,No
CUST00790,Female,36-45,Mumbai,Referral,No
CUST00791,Female,25-30,Mumbai,Instagram Ad,No
CUST00792,Female,18-24,Bangalore,Influencer,Yes
CUST00793,Male,31-35,Bangalore,Organic Search,No
CUST00794,Other,18-24,Mumbai,Instagram Ad,Yes
CUST00795,Female,31-35,Kolkata,Referral,No
CUST00796,Other,18-24,Delhi,Instagram Ad,Yes
CUST00797,Female,25-30,Bangalore,Google Ad,No
CUST00798,Male,36-45,Chennai,Instagram Ad,No
CUST00799,Other,45+,Delhi,Google Ad,No
CUST00800,Male,36-45,Kolkata,Instagram Ad,No
CUST00801,Male,25-30,Bangalore,Instagram Ad,No
CUST00802,Female,31-35,Kolkata,Referral,No
CUST00803,Other,25-30,Pune,Instagram Ad,No
CUST00804,Other,18-24,Hyderabad,Instagram Ad,Yes
CUST00805,Other,18-24,Mumbai,Organic Search,No
CUST00806,Other,25-30,Mumbai,Instagram Ad,Yes
CUST00807,Female,18-24,Ahmedabad,Instagram Ad,No
CUST00808,Female,18-24,Delhi,Google Ad,No
CUST00809,Male,18-24,Mumbai,Google Ad,Yes
CUST00810,Female,18-24,Jaipur,Organic Search,No
CUST00811,Other,25-30,Bangalore,Google Ad,No
CUST00812,Female,31-35,Mumbai,Google Ad,No
CUST00813,Male,36-45,Pune,Google Ad,Yes
CUST00814,Other,31-35,Mumbai,Instagram Ad,Yes
CUST00815,Other,31-35,Mumbai,Google Ad,No
CUST00816,Male,18-24,Bangalore,Google Ad,Yes
CUST00817,Male,31-35,Mumbai,Google Ad,No
CUST00818,Other,31-35,Hyderabad,Instagram Ad,Yes
CUST00819,Female,31-35,Bangalore,Referral,No
CUST00820,Female,36-45,Bangalore,Instagram Ad,No
CUST00821,Other,25-30,Mumbai,Referral,No
CUST00822,Other,25-30,Mumbai,Google Ad,No
CUST00823,Other,36-45,Mumbai,Instagram Ad,No
CUST00824,Female,25-30,Bangalore,Influencer,Yes
CUST00825,Female,31-35,Mumbai,Google Ad,No
CUST00826,Other,25-30,Lucknow,Google Ad,No
CUST00827,Male,18-24,Delhi,Google Ad,Yes
CUST00828,Other,25-30,Bangalore,Organic Search,No
CUST00829,Other,31-35,Mumbai,Instagram Ad,No
CUST00830,Female,25-30,Mumbai,Referral,No
CUST00831,Other,25-30,Mumbai,Referral,No
CUST00832,Female,31-35,Chennai,Referral,No
CUST00833,Male,18-24,Hyderabad,Organic Search,No
CUST00834,Other,18-24,Mumbai,Influencer,No
CUST00835,Male,36-45,Chennai,Organic Search,No
CUST00836,Other,36-45,Pune,Organic Search,Yes
CUST00837,Male,25-30,Hyderabad,Instagram Ad,Yes
CUST00838,Female,25-30,Delhi,Instagram Ad,No
CUST00839,Other,36-45,Bangalore,Instagram Ad,Yes
CUST00840,Other,31-35,Delhi,Referral,No
CUST00841,Male,31-35,Delhi,Organic Search,No
CUST00842,Female,36-45,Pune,Instagram Ad,No
CUST00843,Male,18-24,Hyderabad,Instagram Ad,No
CUST00844,Male,18-24,Hyderabad,Referral,No
CUST00845,Female,31-35,Mumbai,Instagram Ad,No
CUST00846,Male,25-30,Bangalore,Instagram Ad,No
CUST00847,Male,18-24,Kolkata,Instagram Ad,No
CUST00848,Other,18-24,Hyderabad,Instagram Ad,No
CUST00849,Male,36-45,Delhi,Influencer,No
CUST00850,Other,36-45,Kolkata,Instagram Ad,No
CUST00851,Female,18-24,Mumbai,Influencer,No
CUST00852,Male,31-35,Chennai,Referral,No
CUST00853,Female,18-24,Mumbai,Google Ad,Yes
CUST00854,Other,18-24,Delhi,Referral,No
CUST00855,Other,25-30,Pune,Instagram Ad,Yes
CUST00856,Other,31-35,Pune,Referral,Yes
CUST00857,Male,36-45,Pune,Google Ad,No
CUST00858,Other,36-45,Pune,Organic Search,No
CUST00859,Other,31-35,Bangalore,Organic Search,No
CUST00860,Male,18-24,Pune,Influencer,No
CUST00861,Male,25-30,Bangalore,Instagram Ad,No
CUST00862,Male,45+,Pune,Referral,No
CUST00863,Other,25-30,Mumbai,Google Ad,No
CUST00864,Other,31-35,Delhi,Influencer,Yes
CUST00865,Male,25-30,Hyderabad,Organic Search,No
CUST00866,Male,18-24,Mumbai,Organic Search,No
CUST00867,Female,18-24,Hyderabad,Google Ad,No
CUST00868,Female,36-45,Mumbai,Instagram Ad,No
CUST00869,Male,31-35,Hyderabad,Referral,No
CUST00870,Male,45+,Bangalore,Google Ad,No
CUST00871,Female,18-24,Pune,Instagram Ad,No
CUST00872,Male,25-30,Pune,Google Ad,Yes
CUST00873,Other,18-24,Bangalore,Instagram Ad,No
CUST00874,Other,36-45,Kolkata,Organic Search,Yes
CUST00875,Other,36-45,Kolkata,Instagram Ad,No
CUST00876,Male,25-30,Chennai,Influencer,Yes
CUST00877,Male,36-45,Pune,Influencer,No
CUST00878,Female,36-45,Mumbai,Instagram Ad,Yes
CUST00879,Male,45+,Chennai,Referral,No
CUST00880,Male,18-24,Delhi,Instagram Ad,Yes
CUST00881,Female,18-24,Bangalore,Instagram Ad,Yes
CUST00882,Male,18-24,Mumbai,Influencer,No
CUST00883,Female,45+,Bangalore,Instagram Ad,No
CUST00884,Male,25-30,Delhi,Instagram Ad,Yes
CUST00885,Male,18-24,Delhi,Organic Search,Yes
CUST00886,Male,18-24,Chennai,Instagram Ad,No
CUST00887,Male,36-45,Mumbai,Instagram Ad,No
CUST00888,Other,25-30,Pune,Referral,Yes
CUST00889,Other,25-30,Bangalore,Instagram Ad,No
CUST00890,Male,18-24,Bangalore,Instagram Ad,No
CUST00891,Other,25-30,Chennai,Instagram Ad,No
CUST00892,Female,25-30,Hyderabad,Organic Search,No
CUST00893,Other,31-35,Kolkata,Instagram Ad,No
CUST00894,Female,36-45,Lucknow,Referral,No
CUST00895,Female,18-24,Bangalore,Organic Search,No
CUST00896,Female,25-30,Kolkata,Google Ad,No
CUST00897,Other,25-30,Delhi,Google Ad,No
CUST00898,Male,18-24,Mumbai,Influencer,Yes
CUST00899,Male,25-30,Pune,Google Ad,No
CUST00900,Other,18-24,Bangalore,Google Ad,No
CUST00901,Female,18-24,Pune,Instagram Ad,No
CUST00902,Other,18-24,Mumbai,Referral,No
CUST00903,Male,36-45,Jaipur,Organic Search,Yes
CUST00904,Other,25-30,Chennai,Google Ad,Yes
CUST00905,Other,25-30,Kolkata,Referral,Yes
CUST00906,Male,31-35,Delhi,Instagram Ad,No
CUST00907,Male,18-24,Delhi,Instagram Ad,No
CUST00908,Female,31-35,Pune,Referral,Yes
CUST00909,Female,25-30,Delhi,Instagram Ad,No
CUST00910,Male,36-45,Mumbai,Instagram Ad,Yes
CUST00911,Female,18-24,Ahmedabad,Google Ad,No
CUST00912,Male,31-35,Mumbai,Google Ad,No
CUST00913,Other,25-30,Lucknow,Referral,No
CUST00914,Female,36-45,Mumbai,Instagram Ad,Yes
CUST00915,Male,25-30,Bangalore,Organic Search,No
CUST00916,Other,25-30,Bangalore,Instagram Ad,Yes
CUST00917,Other,25-30,Bangalore,Referral,Yes
CUST00918,Male,18-24,Bangalore,Instagram Ad,Yes
CUST00919,Male,31-35,Mumbai,Organic Search,No
CUST00920,Other,18-24,Delhi,Referral,No
CUST00921,Other,31-35,Mumbai,Referral,Yes
CUST00922,Male,31-35,Pune,Influencer,No
CUST00923,Male,18-24,Mumbai,Referral,No
CUST00924,Other,31-35,Delhi,Instagram Ad,Yes
CUST00925,Other,45+,Hyderabad,Influencer,No
CUST00926,Male,31-35,Hyderabad,Instagram Ad,No
CUST00927,Male,36-45,Kolkata,Organic Search,No
CUST00928,Other,25-30,Jaipur,Instagram Ad,No
CUST00929,Male,31-35,Pune,Influencer,No
CUST00930,Male,25-30,Mumbai,Google Ad,No
CUST00931,Male,25-30,Kolkata,Influencer,Yes
CUST00932,Male,25-30,Ahmedabad,Instagram Ad,Yes
CUST00933,Female,18-24,Pune,Instagram Ad,No
CUST00934,Female,25-30,Bangalore,Instagram Ad,No
CUST00935,Other,31-35,Chennai,Referral,No
CUST00936,Female,36-45,Chennai,Referral,Yes
CUST00937,Male,18-24,Mumbai,Organic Search,No
CUST00938,Female,25-30,Kolkata,Influencer,No
CUST00939,Other,25-30,Hyderabad,Instagram Ad,Yes
CUST00940,Other,18-24,Delhi,Google Ad,No
CUST00941,Other,18-24,Hyderabad,Google Ad,No
CUST00942,Female,25-30,Delhi,Organic Search,No
CUST00943,Female,18-24,Mumbai,Google Ad,No
CUST00944,Female,25-30,Hyderabad,Organic Search,No
CUST00945,Other,36-45,Pune,Organic Search,No
CUST00946,Male,25-30,Delhi,Instagram Ad,No
CUST00947,Male,31-35,Mumbai,Organic Search,No
CUST00948,Other,18-24,Lucknow,Instagram Ad,Yes
CUST00949,Other,25-30,Hyderabad,Instagram Ad,No
CUST00950,Other,25-30,Mumbai,Instagram Ad,No
CUST00951,Other,25-30,Ahmedabad,Referral,No
CUST00952,Male,18-24,Jaipur,Google Ad,No
CUST00953,Female,18-24,Mumbai,Organic Search,No
CUST00954,Female,18-24,Pune,Instagram Ad,No
CUST00955,Male,25-30,Chennai,Referral,No
CUST00956,Female,25-30,Delhi,Referral,No
CUST00957,Male,18-24,Mumbai,Google Ad,No
CUST00958,Female,36-45,Delhi,Google Ad,No
CUST00959,Male,36-45,Delhi,Google Ad,No
CUST00960,Female,36-45,Mumbai,Influencer,No
CUST00961,Other,25-30,Mumbai,Google Ad,No
CUST00962,Other,18-24,Pune,Influencer,No
CUST00963,Female,31-35,Mumbai,Google Ad,Yes
CUST00964,Male,31-35,Ahmedabad,Organic Search,Yes
CUST00965,Female,25-30,Bangalore,Google Ad,No
CUST00966,Female,31-35,Pune,Google Ad,No
CUST00967,Other,18-24,Delhi,Google Ad,No
CUST00968,Male,31-35,Mumbai,Google Ad,Yes
CUST00969,Other,18-24,Chennai,Instagram Ad,No
CUST00970,Female,18-24,Kolkata,Google Ad,Yes
CUST00971,Other,25-30,Hyderabad,Influencer,Yes
CUST00972,Male,36-45,Ahmedabad,Influencer,No
CUST00973,Female,31-35,Bangalore,Referral,No
CUST00974,Female,31-35,Bangalore,Organic Search,No
CUST00975,Other,18-24,Kolkata,Google Ad,No
CUST00976,Male,25-30,Delhi,Influencer,No
CUST00977,Male,36-45,Bangalore,Google Ad,No
CUST00978,Male,25-30,Delhi,Instagram Ad,No
CUST00979,Male,18-24,Lucknow,Influencer,No
CUST00980,Male,31-35,Delhi,Organic Search,No
CUST00981,Female,36-45,Bangalore,Referral,No
CUST00982,Female,45+,Mumbai,Organic Search,No
CUST00983,Male,31-35,Mumbai,Influencer,Yes
CUST00984,Male,31-35,Delhi,Instagram Ad,No
CUST00985,Female,25-30,Mumbai,Instagram Ad,No
CUST00986,Female,31-35,Ahmedabad,Instagram Ad,No
CUST00987,Male,18-24,Mumbai,Organic Search,No
CUST00988,Male,18-24,Delhi,Instagram Ad,No
CUST00989,Female,45+,Mumbai,Instagram Ad,No
CUST00990,Other,36-45,Bangalore,Instagram Ad,Yes
CUST00991,Other,25-30,Delhi,Instagram Ad,No
CUST00992,Other,18-24,Chennai,Instagram Ad,Yes
CUST00993,Female,25-30,Delhi,Influencer,No
CUST00994,Female,18-24,Hyderabad,Instagram Ad,No
CUST00995,Female,25-30,Bangalore,Instagram Ad,No
CUST00996,Other,36-45,Chennai,Instagram Ad,Yes
CUST00997,Male,31-35,Ahmedabad,Instagram Ad,No
CUST00998,Female,25-30,Kolkata,Instagram Ad,Yes
CUST00999,Female,31-35,Mumbai,Google Ad,No
CUST01000,Female,25-30,Delhi,Google Ad,Yes
CUST01001,Other,25-30,Chennai,Referral,Yes
CUST01002,Male,18-24,Delhi,Google Ad,No
CUST01003,Other,31-35,Mumbai,Instagram Ad,No
CUST01004,Other,31-35,Mumbai,Organic Search,No
CUST01005,Other,36-45,Ahmedabad,Instagram Ad,Yes
CUST01006,Female,25-30,Delhi,Organic Search,No
CUST01007,Other,31-35,Chennai,Google Ad,Yes
CUST01008,Male,31-35,Delhi,Organic Search,No
CUST01009,Male,18-24,Lucknow,Instagram Ad,No
CUST01010,Male,45+,Chennai,Organic Search,No
CUST01011,Male,36-45,Delhi,Google Ad,No
CUST01012,Other,25-30,Bangalore,Instagram Ad,No
