order_id,customer_id,city,gender,age_group,channel,is_subscriber,order_date,product_name,category,unit_price,quantity,revenue,discount_pct,returned,order_month,cohort_month,cohort_index
ORD000107,CUST00306,Mumbai,Other,45+,Google Ad,No,2023-07-03,Moisturiser SPF 50,Skincare,499,1,499,10,No,2023-07,2023-06,1
ORD001559,CUST02897,Hyderabad,Male,31-35,Google Ad,Yes,2023-07-03,Vitamin C Serum,Skincare,599,1,599,15,No,2023-07,2023-06,1
ORD007783,CUST02199,Hyderabad,Male,18-24,Google Ad,No,2023-07-03,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No,2023-07,2023-02,5
ORD003617,CUST01440,Bangalore,Male,31-35,Google Ad,No,2023-07-03,Vitamin C Serum,Skincare,599,3,1797,0,No,2023-07,2023-04,3
ORD003917,CUST02693,Pune,Male,25-30,Google Ad,No,2023-07-04,Moisturiser SPF 50,Skincare,499,1,499,10,No,2023-07,2023-02,5
ORD005650,CUST00264,Chennai,Other,36-45,Influencer,No,2023-07-04,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No,2023-07,2023-07,0
ORD002304,CUST01718,Jaipur,Male,25-30,Google Ad,Yes,2023-07-04,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-07,2023-07,0
ORD002211,CUST00994,Hyderabad,Female,18-24,Instagram Ad,No,2023-07-04,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-07,2023-01,6
ORD005166,CUST02834,Hyderabad,Male,36-45,Instagram Ad,No,2023-07-04,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-07,2023-06,1
ORD001491,CUST01937,Pune,Male,25-30,Instagram Ad,No,2023-07-04,Muesli - No Added Sugar,Nutrition,299,1,299,5,No,2023-07,2023-02,5
ORD001969,CUST01712,Mumbai,Male,36-45,Google Ad,No,2023-07-04,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-07,2023-02,5
ORD002776,CUST01253,Bangalore,Other,18-24,Instagram Ad,No,2023-07-04,Dog Food - Chicken 1kg,Pet Care,599,1,599,10,No,2023-07,2023-07,0
ORD003529,CUST01287,Kolkata,Female,25-30,Organic Search,No,2023-07-04,Muesli - No Added Sugar,Nutrition,299,1,299,10,No,2023-07,2023-02,5
ORD006029,CUST00693,Hyderabad,Male,25-30,Instagram Ad,No,2023-07-04,Cat Treats - Tuna,Pet Care,249,2,498,10,No,2023-07,2023-01,6
ORD006160,CUST00683,Bangalore,Other,18-24,Organic Search,No,2023-07-04,Vitamin C Serum,Skincare,599,2,1198,0,No,2023-07,2023-07,0
ORD004819,CUST01469,Chennai,Female,31-35,Google Ad,No,2023-07-04,Sanitary Pads - Regular,Wellness,199,3,597,0,No,2023-07,2023-02,5
ORD002524,CUST02771,Delhi,Male,45+,Google Ad,No,2023-07-04,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No,2023-07,2023-07,0
ORD005032,CUST01987,Mumbai,Female,25-30,Organic Search,No,2023-07-05,Dog Food - Chicken 1kg,Pet Care,599,1,599,10,No,2023-07,2023-05,2
ORD001848,CUST02843,Ahmedabad,Female,25-30,Influencer,Yes,2023-07-05,Vitamin C Serum,Skincare,599,1,599,0,No,2023-07,2023-02,5
ORD005221,CUST00586,Mumbai,Other,31-35,Instagram Ad,No,2023-07-05,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No,2023-07,2023-01,6
ORD000971,CUST01809,Bangalore,Male,18-24,Instagram Ad,No,2023-07-05,Shampoo - Anti Dandruff,Haircare,349,1,349,15,No,2023-07,2023-05,2
ORD003151,CUST00828,Bangalore,Other,25-30,Organic Search,No,2023-07-05,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No,2023-07,2023-02,5
ORD005162,CUST01068,Jaipur,Other,31-35,Organic Search,No,2023-07-05,Vitamin C Serum,Skincare,599,1,599,5,No,2023-07,2023-07,0
ORD000744,CUST01766,Bangalore,Male,36-45,Organic Search,No,2023-07-06,Protein Bar - Peanut Butter,Nutrition,180,2,360,10,No,2023-07,2023-01,6
ORD005287,CUST02742,Mumbai,Male,36-45,Instagram Ad,No,2023-07-06,Protein Bar - Coffee,Nutrition,180,3,540,10,No,2023-07,2023-07,0
ORD007366,CUST02904,Jaipur,Other,18-24,Instagram Ad,No,2023-07-06,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-07,2023-07,0
ORD001822,CUST01441,Ahmedabad,Female,31-35,Influencer,Yes,2023-07-06,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-07,2023-07,0
ORD003618,CUST01551,Bangalore,Female,31-35,Influencer,No,2023-07-06,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-07,2023-07,0
ORD007242,CUST02879,Delhi,Female,36-45,Organic Search,No,2023-07-06,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-07,2023-05,2
ORD007540,CUST02655,Kolkata,Other,36-45,Instagram Ad,Yes,2023-07-06,Shampoo - Anti Dandruff,Haircare,349,2,698,15,No,2023-07,2023-02,5
ORD001503,CUST01154,Mumbai,Male,25-30,Instagram Ad,No,2023-07-06,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-07,2023-07,0
ORD006760,CUST02061,Hyderabad,Male,31-35,Instagram Ad,No,2023-07-06,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No,2023-07,2023-03,4
ORD003516,CUST02650,Pune,Male,25-30,Instagram Ad,No,2023-07-07,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-07,2023-07,0
ORD004604,CUST01994,Ahmedabad,Female,18-24,Google Ad,Yes,2023-07-07,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No,2023-07,2023-01,6
ORD004358,CUST01730,Ahmedabad,Female,25-30,Organic Search,No,2023-07-07,Cat Treats - Tuna,Pet Care,249,2,498,0,No,2023-07,2023-02,5
ORD003871,CUST00798,Chennai,Male,36-45,Instagram Ad,No,2023-07-07,Peanut Butter - Crunchy,Nutrition,349,3,1047,0,No,2023-07,2023-07,0
ORD004914,CUST02706,Mumbai,Other,25-30,Influencer,Yes,2023-07-07,Vitamin C Serum,Skincare,599,1,599,0,No,2023-07,2023-02,5
ORD005924,CUST02025,Mumbai,Female,18-24,Google Ad,No,2023-07-07,Shampoo - Anti Dandruff,Haircare,349,3,1047,5,No,2023-07,2023-03,4
ORD007794,CUST01131,Pune,Male,36-45,Influencer,No,2023-07-07,Face Wash - Charcoal,Skincare,299,2,598,10,No,2023-07,2023-07,0
ORD000976,CUST00880,Delhi,Male,18-24,Instagram Ad,Yes,2023-07-07,Sanitary Pads - Heavy Flow,Wellness,249,3,747,0,No,2023-07,2023-07,0
ORD001651,CUST00777,Bangalore,Other,18-24,Organic Search,Yes,2023-07-07,Muesli - No Added Sugar,Nutrition,299,1,299,0,No,2023-07,2023-07,0
ORD001669,CUST01205,Chennai,Female,36-45,Referral,Yes,2023-07-07,Vitamin C Serum,Skincare,599,2,1198,5,No,2023-07,2023-05,2
ORD003924,CUST01019,Pune,Other,25-30,Organic Search,No,2023-07-07,Protein Bar - Coffee,Nutrition,180,2,360,10,No,2023-07,2023-07,0
ORD007195,CUST00572,Delhi,Male,18-24,Influencer,No,2023-07-07,Sanitary Pads - Heavy Flow,Wellness,249,3,747,10,No,2023-07,2023-05,2
ORD007930,CUST02875,Delhi,Female,18-24,Instagram Ad,No,2023-07-07,Protein Bar - Dark Chocolate,Nutrition,180,1,180,15,No,2023-07,2023-02,5
ORD006366,CUST02183,Delhi,Male,25-30,Instagram Ad,No,2023-07-07,Sanitary Pads - Regular,Wellness,199,3,597,0,No,2023-07,2023-01,6
ORD005451,CUST02581,Delhi,Other,25-30,Influencer,Yes,2023-07-08,Muesli - No Added Sugar,Nutrition,299,1,299,0,No,2023-07,2023-04,3
ORD007968,CUST02278,Hyderabad,Other,18-24,Influencer,No,2023-07-08,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-07,2023-02,5
ORD002171,CUST01663,Kolkata,Other,31-35,Instagram Ad,No,2023-07-08,Face Wash - Charcoal,Skincare,299,3,897,0,No,2023-07,2023-02,5
ORD005313,CUST00077,Lucknow,Male,31-35,Google Ad,No,2023-07-08,Moisturiser SPF 50,Skincare,499,2,998,0,No,2023-07,2023-06,1
ORD000021,CUST01093,Mumbai,Female,18-24,Instagram Ad,No,2023-07-08,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-07,2023-03,4
ORD000296,CUST02728,Delhi,Other,36-45,Instagram Ad,No,2023-07-08,Cat Treats - Tuna,Pet Care,249,1,249,0,No,2023-07,2023-06,1
ORD001692,CUST02024,Lucknow,Male,25-30,Google Ad,No,2023-07-08,Face Wash - Charcoal,Skincare,299,3,897,0,No,2023-07,2023-04,3
ORD007799,CUST00691,Mumbai,Male,18-24,Organic Search,No,2023-07-08,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-07,2023-05,2
ORD006204,CUST02335,Lucknow,Female,31-35,Instagram Ad,No,2023-07-08,Moisturiser SPF 50,Skincare,499,1,499,15,No,2023-07,2023-07,0
ORD000083,CUST00521,Mumbai,Other,18-24,Google Ad,No,2023-07-08,Vitamin C Serum,Skincare,599,1,599,5,No,2023-07,2023-07,0
ORD006968,CUST00791,Mumbai,Female,25-30,Instagram Ad,No,2023-07-08,Protein Bar - Peanut Butter,Nutrition,180,1,180,10,No,2023-07,2023-07,0
ORD003628,CUST01127,Delhi,Other,25-30,Organic Search,Yes,2023-07-09,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-07,2023-04,3
ORD003149,CUST00002,Mumbai,Female,18-24,Instagram Ad,No,2023-07-09,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No,2023-07,2023-07,0
ORD005812,CUST02867,Mumbai,Female,31-35,Instagram Ad,No,2023-07-09,Protein Bar - Dark Chocolate,Nutrition,180,2,360,5,No,2023-07,2023-06,1
ORD005163,CUST02387,Mumbai,Female,25-30,Instagram Ad,Yes,2023-07-09,Vitamin C Serum,Skincare,599,1,599,15,No,2023-07,2023-07,0
ORD001915,CUST00911,Ahmedabad,Female,18-24,Google Ad,No,2023-07-09,Sanitary Pads - Regular,Wellness,199,2,398,15,No,2023-07,2023-01,6
ORD002644,CUST02257,Delhi,Other,25-30,Google Ad,Yes,2023-07-09,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No,2023-07,2023-07,0
ORD005062,CUST00410,Mumbai,Other,25-30,Influencer,No,2023-07-09,Moisturiser SPF 50,Skincare,499,1,499,10,No,2023-07,2023-06,1
ORD005652,CUST01882,Pune,Other,25-30,Organic Search,No,2023-07-10,Moisturiser SPF 50,Skincare,499,2,998,5,No,2023-07,2023-06,1
ORD004597,CUST00157,Delhi,Male,31-35,Google Ad,No,2023-07-10,Face Wash - Charcoal,Skincare,299,1,299,5,No,2023-07,2023-01,6
ORD006805,CUST02316,Bangalore,Female,25-30,Organic Search,No,2023-07-10,Cat Treats - Tuna,Pet Care,249,1,249,0,No,2023-07,2023-07,0
ORD006983,CUST02544,Delhi,Female,25-30,Instagram Ad,Yes,2023-07-10,Sanitary Pads - Heavy Flow,Wellness,249,3,747,10,No,2023-07,2023-04,3
ORD003586,CUST00984,Delhi,Male,31-35,Instagram Ad,No,2023-07-10,Dog Food - Chicken 1kg,Pet Care,599,2,1198,5,No,2023-07,2023-03,4
ORD004973,CUST00573,Mumbai,Other,25-30,Organic Search,No,2023-07-10,Face Wash - Charcoal,Skincare,299,2,598,0,No,2023-07,2023-06,1
ORD004120,CUST01382,Mumbai,Female,25-30,Organic Search,Yes,2023-07-10,Vitamin C Serum,Skincare,599,1,599,5,No,2023-07,2023-07,0
ORD003312,CUST00217,Bangalore,Other,25-30,Instagram Ad,Yes,2023-07-11,Shampoo - Anti Dandruff,Haircare,349,1,349,15,No,2023-07,2023-07,0
ORD003627,CUST02986,Mumbai,Other,18-24,Instagram Ad,No,2023-07-11,Face Wash - Charcoal,Skincare,299,3,897,0,No,2023-07,2023-04,3
ORD001269,CUST00313,Pune,Male,36-45,Referral,No,2023-07-11,Protein Bar - Dark Chocolate,Nutrition,180,2,360,10,No,2023-07,2023-01,6
ORD005819,CUST01115,Mumbai,Male,31-35,Google Ad,No,2023-07-11,Protein Bar - Coffee,Nutrition,180,1,180,5,No,2023-07,2023-05,2
ORD000179,CUST01692,Ahmedabad,Male,31-35,Influencer,Yes,2023-07-11,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-07,2023-02,5
ORD001473,CUST01473,Bangalore,Other,31-35,Organic Search,No,2023-07-11,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-07,2023-04,3
ORD004280,CUST00429,Bangalore,Female,31-35,Instagram Ad,No,2023-07-12,Face Wash - Charcoal,Skincare,299,1,299,0,No,2023-07,2023-07,0
ORD004305,CUST00773,Delhi,Female,25-30,Google Ad,No,2023-07-12,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-07,2023-01,6
ORD002156,CUST02712,Kolkata,Female,18-24,Organic Search,No,2023-07-12,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-07,2023-07,0
ORD001821,CUST00924,Delhi,Other,31-35,Instagram Ad,Yes,2023-07-12,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-07,2023-02,5
ORD000887,CUST00537,Chennai,Male,25-30,Google Ad,No,2023-07-12,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-07,2023-07,0
ORD001033,CUST00827,Delhi,Male,18-24,Google Ad,Yes,2023-07-12,Face Wash - Charcoal,Skincare,299,2,598,5,No,2023-07,2023-07,0
ORD005480,CUST00312,Pune,Male,31-35,Instagram Ad,Yes,2023-07-12,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-07,2023-07,0
ORD005747,CUST00898,Mumbai,Male,18-24,Influencer,Yes,2023-07-12,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-07,2023-07,0
ORD006885,CUST02248,Pune,Male,31-35,Instagram Ad,Yes,2023-07-12,Vitamin C Serum,Skincare,599,2,1198,0,No,2023-07,2023-07,0
ORD005171,CUST02166,Bangalore,Female,25-30,Instagram Ad,No,2023-07-12,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No,2023-07,2023-04,3
ORD001828,CUST00557,Bangalore,Other,18-24,Instagram Ad,No,2023-07-12,Vitamin C Serum,Skincare,599,3,1797,0,No,2023-07,2023-07,0
ORD002509,CUST02008,Chennai,Male,25-30,Google Ad,No,2023-07-12,Protein Bar - Coffee,Nutrition,180,2,360,5,No,2023-07,2023-07,0
ORD004199,CUST01188,Chennai,Male,25-30,Instagram Ad,No,2023-07-13,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No,2023-07,2023-07,0
ORD007384,CUST02335,Lucknow,Female,31-35,Instagram Ad,No,2023-07-13,Protein Bar - Coffee,Nutrition,180,3,540,0,No,2023-07,2023-07,0
ORD004142,CUST01754,Mumbai,Female,18-24,Google Ad,No,2023-07-13,Face Wash - Charcoal,Skincare,299,3,897,0,No,2023-07,2023-01,6
ORD005164,CUST01374,Delhi,Other,25-30,Google Ad,No,2023-07-13,Protein Bar - Coffee,Nutrition,180,1,180,15,No,2023-07,2023-01,6
ORD003514,CUST01653,Delhi,Male,36-45,Referral,No,2023-07-13,Protein Bar - Peanut Butter,Nutrition,180,1,180,5,No,2023-07,2023-07,0
ORD007956,CUST02213,Mumbai,Male,25-30,Influencer,No,2023-07-13,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No,2023-07,2023-01,6
ORD003171,CUST02420,Mumbai,Female,36-45,Google Ad,No,2023-07-13,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-07,2023-07,0
ORD000484,CUST00879,Chennai,Male,45+,Referral,No,2023-07-13,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-07,2023-07,0
ORD006432,CUST02615,Delhi,Other,18-24,Instagram Ad,No,2023-07-14,Face Wash - Charcoal,Skincare,299,2,598,10,No,2023-07,2023-04,3
ORD001921,CUST00446,Ahmedabad,Male,18-24,Google Ad,No,2023-07-14,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-07,2023-05,2
ORD004938,CUST02548,Mumbai,Male,18-24,Organic Search,No,2023-07-14,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No,2023-07,2023-01,6
ORD000963,CUST02086,Bangalore,Other,36-45,Instagram Ad,No,2023-07-14,Dog Food - Chicken 1kg,Pet Care,599,2,1198,5,No,2023-07,2023-02,5
ORD007918,CUST00278,Mumbai,Male,31-35,Referral,Yes,2023-07-14,Muesli - No Added Sugar,Nutrition,299,3,897,10,No,2023-07,2023-07,0
ORD004192,CUST01409,Mumbai,Male,18-24,Instagram Ad,Yes,2023-07-14,Sanitary Pads - Heavy Flow,Wellness,249,3,747,0,No,2023-07,2023-07,0
ORD004995,CUST00188,Pune,Male,36-45,Instagram Ad,No,2023-07-14,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-07,2023-07,0
ORD002706,CUST00166,Lucknow,Other,25-30,Organic Search,Yes,2023-07-14,Vitamin C Serum,Skincare,599,1,599,0,No,2023-07,2023-03,4
ORD007202,CUST02914,Mumbai,Female,18-24,Referral,No,2023-07-14,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-07,2023-07,0
ORD002200,CUST00439,Delhi,Female,18-24,Influencer,No,2023-07-14,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No,2023-07,2023-07,0
ORD000036,CUST01467,Bangalore,Female,31-35,Organic Search,Yes,2023-07-15,Sanitary Pads - Regular,Wellness,199,2,398,10,No,2023-07,2023-07,0
ORD001184,CUST02290,Pune,Other,36-45,Organic Search,No,2023-07-15,Vitamin C Serum,Skincare,599,1,599,10,No,2023-07,2023-03,4
ORD005485,CUST02763,Mumbai,Male,25-30,Instagram Ad,Yes,2023-07-15,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-07,2023-07,0
ORD005712,CUST02136,Hyderabad,Other,25-30,Referral,No,2023-07-15,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-07,2023-05,2
ORD007416,CUST01917,Delhi,Other,25-30,Organic Search,No,2023-07-15,Moisturiser SPF 50,Skincare,499,2,998,0,No,2023-07,2023-07,0
ORD002700,CUST01039,Delhi,Male,31-35,Instagram Ad,Yes,2023-07-15,Cat Treats - Tuna,Pet Care,249,1,249,5,No,2023-07,2023-05,2
ORD004260,CUST02415,Mumbai,Other,36-45,Organic Search,No,2023-07-15,Muesli - No Added Sugar,Nutrition,299,1,299,10,No,2023-07,2023-06,1
ORD006697,CUST02268,Mumbai,Female,18-24,Referral,No,2023-07-15,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-07,2023-07,0
ORD007359,CUST00763,Delhi,Male,25-30,Instagram Ad,No,2023-07-15,Cat Treats - Tuna,Pet Care,249,1,249,0,No,2023-07,2023-03,4
ORD006770,CUST02586,Pune,Male,18-24,Instagram Ad,No,2023-07-15,Cat Treats - Tuna,Pet Care,249,2,498,0,No,2023-07,2023-07,0
ORD003142,CUST00374,Mumbai,Male,18-24,Organic Search,No,2023-07-16,Sanitary Pads - Regular,Wellness,199,1,199,10,No,2023-07,2023-07,0
ORD007263,CUST00046,Mumbai,Female,25-30,Influencer,No,2023-07-16,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-07,2023-02,5
ORD002782,CUST02770,Delhi,Male,25-30,Instagram Ad,No,2023-07-16,Peanut Butter - Crunchy,Nutrition,349,3,1047,15,No,2023-07,2023-07,0
ORD001933,CUST01539,Mumbai,Other,18-24,Instagram Ad,Yes,2023-07-16,Vitamin C Serum,Skincare,599,1,599,0,No,2023-07,2023-07,0
ORD006067,CUST00099,Chennai,Male,25-30,Instagram Ad,No,2023-07-16,Sanitary Pads - Heavy Flow,Wellness,249,1,249,15,No,2023-07,2023-07,0
ORD006973,CUST01295,Mumbai,Female,36-45,Google Ad,No,2023-07-16,Sanitary Pads - Heavy Flow,Wellness,249,1,249,10,No,2023-07,2023-07,0
ORD005038,CUST01234,Bangalore,Male,45+,Google Ad,No,2023-07-16,Muesli - No Added Sugar,Nutrition,299,1,299,0,No,2023-07,2023-01,6
ORD003690,CUST02648,Mumbai,Other,31-35,Referral,No,2023-07-16,Sanitary Pads - Regular,Wellness,199,1,199,5,No,2023-07,2023-07,0
ORD000110,CUST02190,Delhi,Other,18-24,Instagram Ad,No,2023-07-16,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-07,2023-01,6
ORD004605,CUST00311,Chennai,Female,36-45,Referral,No,2023-07-16,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No,2023-07,2023-01,6
ORD004017,CUST01981,Hyderabad,Male,31-35,Instagram Ad,Yes,2023-07-16,Face Wash - Charcoal,Skincare,299,2,598,5,No,2023-07,2023-04,3
ORD003335,CUST01544,Kolkata,Female,18-24,Google Ad,No,2023-07-16,Protein Bar - Coffee,Nutrition,180,1,180,10,No,2023-07,2023-05,2
ORD000839,CUST02166,Bangalore,Female,25-30,Instagram Ad,No,2023-07-17,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-07,2023-04,3
ORD004498,CUST01436,Pune,Male,36-45,Referral,No,2023-07-17,Protein Bar - Dark Chocolate,Nutrition,180,1,180,10,No,2023-07,2023-01,6
ORD001316,CUST00707,Kolkata,Male,25-30,Organic Search,Yes,2023-07-17,Cat Treats - Tuna,Pet Care,249,3,747,0,No,2023-07,2023-04,3
ORD005607,CUST02620,Mumbai,Female,25-30,Google Ad,No,2023-07-17,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-07,2023-04,3
ORD001958,CUST01027,Hyderabad,Female,25-30,Influencer,Yes,2023-07-17,Peanut Butter - Crunchy,Nutrition,349,3,1047,0,No,2023-07,2023-05,2
ORD000898,CUST00691,Mumbai,Male,18-24,Organic Search,No,2023-07-17,Protein Bar - Coffee,Nutrition,180,1,180,5,No,2023-07,2023-05,2
ORD005625,CUST02542,Mumbai,Other,36-45,Google Ad,No,2023-07-17,Moisturiser SPF 50,Skincare,499,2,998,0,No,2023-07,2023-02,5
ORD004865,CUST01118,Kolkata,Male,36-45,Influencer,No,2023-07-17,Cat Treats - Tuna,Pet Care,249,1,249,0,No,2023-07,2023-07,0
ORD006638,CUST01805,Hyderabad,Male,25-30,Influencer,No,2023-07-17,Protein Bar - Peanut Butter,Nutrition,180,1,180,10,No,2023-07,2023-03,4
ORD005081,CUST00855,Pune,Other,25-30,Instagram Ad,Yes,2023-07-17,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No,2023-07,2023-06,1
ORD001893,CUST00746,Delhi,Female,25-30,Organic Search,No,2023-07-17,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-07,2023-01,6
ORD002633,CUST01822,Bangalore,Male,18-24,Google Ad,No,2023-07-17,Muesli - No Added Sugar,Nutrition,299,1,299,5,No,2023-07,2023-02,5
ORD006743,CUST02238,Pune,Male,18-24,Instagram Ad,No,2023-07-17,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-07,2023-07,0
ORD003900,CUST01691,Mumbai,Female,25-30,Instagram Ad,No,2023-07-17,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-07,2023-01,6
ORD002174,CUST02275,Mumbai,Female,25-30,Influencer,No,2023-07-17,Protein Bar - Coffee,Nutrition,180,2,360,0,No,2023-07,2023-07,0
ORD007081,CUST02800,Delhi,Other,36-45,Google Ad,No,2023-07-17,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-07,2023-01,6
ORD006148,CUST00775,Mumbai,Female,45+,Instagram Ad,No,2023-07-18,Face Wash - Charcoal,Skincare,299,3,897,5,No,2023-07,2023-07,0
ORD004031,CUST02276,Chennai,Other,25-30,Instagram Ad,No,2023-07-18,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-07,2023-07,0
ORD007252,CUST00421,Lucknow,Female,25-30,Organic Search,No,2023-07-18,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-07,2023-04,3
ORD004114,CUST00880,Delhi,Male,18-24,Instagram Ad,Yes,2023-07-18,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-07,2023-07,0
ORD002825,CUST01824,Bangalore,Female,18-24,Instagram Ad,No,2023-07-18,Sanitary Pads - Regular,Wellness,199,2,398,0,No,2023-07,2023-03,4
ORD006732,CUST00653,Mumbai,Male,31-35,Referral,Yes,2023-07-18,Muesli - No Added Sugar,Nutrition,299,2,598,0,No,2023-07,2023-07,0
ORD001266,CUST00340,Bangalore,Female,36-45,Instagram Ad,No,2023-07-18,Peanut Butter - Crunchy,Nutrition,349,3,1047,5,No,2023-07,2023-04,3
ORD005572,CUST02253,Pune,Other,25-30,Instagram Ad,No,2023-07-18,Muesli - No Added Sugar,Nutrition,299,1,299,15,No,2023-07,2023-05,2
ORD001391,CUST01623,Hyderabad,Other,25-30,Organic Search,No,2023-07-18,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No,2023-07,2023-06,1
ORD003073,CUST02861,Bangalore,Other,25-30,Instagram Ad,No,2023-07-18,Shampoo - Anti Dandruff,Haircare,349,1,349,15,No,2023-07,2023-07,0
ORD002328,CUST01458,Bangalore,Male,25-30,Influencer,No,2023-07-18,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-07,2023-07,0
ORD006405,CUST00490,Bangalore,Female,31-35,Organic Search,No,2023-07-19,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-07,2023-07,0
ORD002994,CUST00270,Hyderabad,Female,25-30,Instagram Ad,No,2023-07-19,Cat Treats - Tuna,Pet Care,249,1,249,0,No,2023-07,2023-07,0
ORD007781,CUST02652,Mumbai,Male,25-30,Organic Search,No,2023-07-19,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-07,2023-04,3
ORD000344,CUST00745,Mumbai,Male,36-45,Organic Search,No,2023-07-19,Protein Bar - Coffee,Nutrition,180,3,540,0,No,2023-07,2023-01,6
ORD001594,CUST00466,Pune,Other,31-35,Instagram Ad,No,2023-07-19,Muesli - No Added Sugar,Nutrition,299,1,299,5,No,2023-07,2023-07,0
ORD002621,CUST00196,Bangalore,Female,31-35,Instagram Ad,No,2023-07-19,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No,2023-07,2023-07,0
ORD007969,CUST01061,Delhi,Male,31-35,Referral,No,2023-07-19,Cat Treats - Tuna,Pet Care,249,2,498,0,No,2023-07,2023-06,1
ORD000581,CUST01930,Ahmedabad,Other,18-24,Google Ad,No,2023-07-20,Vitamin C Serum,Skincare,599,1,599,0,No,2023-07,2023-07,0
ORD002050,CUST02379,Hyderabad,Female,18-24,Organic Search,Yes,2023-07-20,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No,2023-07,2023-07,0
ORD000206,CUST01757,Bangalore,Other,31-35,Instagram Ad,No,2023-07-20,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No,2023-07,2023-01,6
ORD005521,CUST01746,Bangalore,Male,18-24,Influencer,No,2023-07-20,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-07,2023-05,2
ORD004761,CUST02284,Delhi,Other,25-30,Referral,No,2023-07-20,Sanitary Pads - Heavy Flow,Wellness,249,3,747,15,No,2023-07,2023-06,1
ORD004026,CUST02343,Pune,Male,31-35,Referral,Yes,2023-07-20,Protein Bar - Peanut Butter,Nutrition,180,1,180,5,No,2023-07,2023-01,6
ORD001704,CUST00123,Ahmedabad,Male,45+,Google Ad,No,2023-07-20,Moisturiser SPF 50,Skincare,499,2,998,0,No,2023-07,2023-07,0
